hex_id,source_region,review_scope
2903,north:y0-900,printed_id_only
2904,north:y0-900,printed_id_only
2905,north:y0-900,printed_id_only
2906,north:y0-900,printed_id_only
2907,north:y800-1700,printed_id_only
2908,north:y800-1700,printed_id_only
2909,north:y800-1700,printed_id_only
2910,north:y800-1700,printed_id_only
2911,north:y800-1700,printed_id_only
2912,north:y800-1700,printed_id_only
2913,north:y800-1700,printed_id_only
2914,middle:y1600-2500,printed_id_only
2915,middle:y1600-2500,printed_id_only
2916,middle:y1600-2500,printed_id_only
2917,middle:y1600-2500,printed_id_only
2918,middle:y1600-2500,printed_id_only
2919,middle:y1600-2500,printed_id_only
2920,middle:y1600-2500,printed_id_only
2921,middle:y2400-3300,printed_id_only
2922,middle:y2400-3300,printed_id_only
2923,middle:y2400-3300,printed_id_only
2924,middle:y2400-3300,printed_id_only
2925,middle:y2400-3300,printed_id_only
2926,middle:y2400-3300,printed_id_only
2927,middle:y2400-3300,printed_id_only
2928,south:y3200-4100,printed_id_only
2929,south:y3200-4100,printed_id_only
2930,south:y3200-4100,printed_id_only
2931,south:y3200-4100,printed_id_only
2932,south:y3200-4100,printed_id_only
2933,south:y3200-4100,printed_id_only
2934,south:y3200-4100,printed_id_only
2936,coast:y4000-5000,printed_id_only
3000,north:y0-900,printed_id_only
3001,north:y0-900,printed_id_only
3002,north:y0-900,printed_id_only
3003,north:y0-900,printed_id_only
3004,north:y0-900,printed_id_only
3005,north:y0-900,printed_id_only
3006,north:y0-900,printed_id_only
3007,north:y800-1700,printed_id_only
3008,north:y800-1700,printed_id_only
3009,north:y800-1700,printed_id_only
3010,north:y800-1700,printed_id_only
3011,north:y800-1700,printed_id_only
3012,north:y800-1700,printed_id_only
3013,north:y800-1700,printed_id_only
3014,middle:y1600-2500,printed_id_only
3015,middle:y1600-2500,printed_id_only
3016,middle:y1600-2500,printed_id_only
3017,middle:y1600-2500,printed_id_only
3018,middle:y1600-2500,printed_id_only
3019,middle:y1600-2500,printed_id_only
3020,middle:y1600-2500,printed_id_only
3021,middle:y2400-3300,printed_id_only
3022,middle:y2400-3300,printed_id_only
3023,middle:y2400-3300,printed_id_only
3024,middle:y2400-3300,printed_id_only
3025,middle:y2400-3300,printed_id_only
3026,middle:y2400-3300,printed_id_only
3027,middle:y2400-3300,printed_id_only
3028,south:y3200-4100,printed_id_only
3029,south:y3200-4100,printed_id_only
3030,south:y3200-4100,printed_id_only
3031,south:y3200-4100,printed_id_only
3032,south:y3200-4100,printed_id_only
3033,south:y3200-4100,printed_id_only
3034,south:y3200-4100,printed_id_only
3100,north:y0-900,printed_id_only
3101,north:y0-900,printed_id_only
3102,north:y0-900,printed_id_only
3103,north:y0-900,printed_id_only
3104,north:y0-900,printed_id_only
3105,north:y0-900,printed_id_only
3106,north:y0-900,printed_id_only
3107,north:y800-1700,printed_id_only
3108,north:y800-1700,printed_id_only
3109,north:y800-1700,printed_id_only
3110,north:y800-1700,printed_id_only
3111,north:y800-1700,printed_id_only
3112,north:y800-1700,printed_id_only
3113,north:y800-1700,printed_id_only
3114,middle:y1600-2500,printed_id_only
3115,middle:y1600-2500,printed_id_only
3116,middle:y1600-2500,printed_id_only
3117,middle:y1600-2500,printed_id_only
3118,middle:y1600-2500,printed_id_only
3119,middle:y1600-2500,printed_id_only
3120,middle:y1600-2500,printed_id_only
3121,middle:y2400-3300,printed_id_only
3122,middle:y2400-3300,printed_id_only
3123,middle:y2400-3300,printed_id_only
3124,middle:y2400-3300,printed_id_only
3125,middle:y2400-3300,printed_id_only
3126,middle:y2400-3300,printed_id_only
3127,middle:y2400-3300,printed_id_only
3128,south:y3200-4100,printed_id_only
3129,south:y3200-4100,printed_id_only
3130,south:y3200-4100,printed_id_only
3131,south:y3200-4100,printed_id_only
3132,south:y3200-4100,printed_id_only
3133,south:y3200-4100,printed_id_only
3134,south:y3200-4100,printed_id_only
3139,coast:y4000-5000,printed_id_only
3200,north:y0-900,printed_id_only
3201,north:y0-900,printed_id_only
3202,north:y0-900,printed_id_only
3203,north:y0-900,printed_id_only
3204,north:y0-900,printed_id_only
3205,north:y0-900,printed_id_only
3206,north:y0-900,printed_id_only
3207,north:y800-1700,printed_id_only
3208,north:y800-1700,printed_id_only
3209,north:y800-1700,printed_id_only
3210,north:y800-1700,printed_id_only
3211,north:y800-1700,printed_id_only
3212,north:y800-1700,printed_id_only
3213,north:y800-1700,printed_id_only
3214,middle:y1600-2500,printed_id_only
3215,middle:y1600-2500,printed_id_only
3216,middle:y1600-2500,printed_id_only
3217,middle:y1600-2500,printed_id_only
3218,middle:y1600-2500,printed_id_only
3219,middle:y1600-2500,printed_id_only
3220,middle:y1600-2500,printed_id_only
3221,middle:y2400-3300,printed_id_only
3222,middle:y2400-3300,printed_id_only
3223,middle:y2400-3300,printed_id_only
3224,middle:y2400-3300,printed_id_only
3225,middle:y2400-3300,printed_id_only
3226,middle:y2400-3300,printed_id_only
3227,middle:y2400-3300,printed_id_only
3228,south:y3200-4100,printed_id_only
3229,south:y3200-4100,printed_id_only
3230,south:y3200-4100,printed_id_only
3231,south:y3200-4100,printed_id_only
3232,south:y3200-4100,printed_id_only
3233,south:y3200-4100,printed_id_only
3234,south:y3200-4100,printed_id_only
3241,coast:y4000-5000,printed_id_only
3300,north:y0-900,printed_id_only
3301,north:y0-900,printed_id_only
3302,north:y0-900,printed_id_only
3303,north:y0-900,printed_id_only
3304,north:y0-900,printed_id_only
3305,north:y0-900,printed_id_only
3306,north:y0-900,printed_id_only
3307,north:y800-1700,printed_id_only
3308,north:y800-1700,printed_id_only
3309,north:y800-1700,printed_id_only
3310,north:y800-1700,printed_id_only
3311,north:y800-1700,printed_id_only
3312,north:y800-1700,printed_id_only
3313,north:y800-1700,printed_id_only
3314,middle:y1600-2500,printed_id_only
3315,middle:y1600-2500,printed_id_only
3316,middle:y1600-2500,printed_id_only
3317,middle:y1600-2500,printed_id_only
3318,middle:y1600-2500,printed_id_only
3319,middle:y1600-2500,printed_id_only
3320,middle:y1600-2500,printed_id_only
3321,middle:y2400-3300,printed_id_only
3322,middle:y2400-3300,printed_id_only
3323,middle:y2400-3300,printed_id_only
3324,middle:y2400-3300,printed_id_only
3325,middle:y2400-3300,printed_id_only
3326,middle:y2400-3300,printed_id_only
3327,middle:y2400-3300,printed_id_only
3328,south:y3200-4100,printed_id_only
3329,south:y3200-4100,printed_id_only
3330,south:y3200-4100,printed_id_only
3331,south:y3200-4100,printed_id_only
3332,south:y3200-4100,printed_id_only
3333,south:y3200-4100,printed_id_only
3334,south:y3200-4100,printed_id_only
3335,south:y4000-5000,printed_id_only
3336,south:y4000-5000,printed_id_only
3337,south:y4000-5000,printed_id_only
3338,south:y4000-5000,printed_id_only
3339,south:y4000-5000,printed_id_only
3340,south:y4000-5000,printed_id_only
3341,south:y4000-5000,printed_id_only
3342,south:y4000-5000,printed_id_only
3400,north:y0-900,printed_id_only
3401,north:y0-900,printed_id_only
3402,north:y0-900,printed_id_only
3403,north:y0-900,printed_id_only
3404,north:y0-900,printed_id_only
3405,north:y0-900,printed_id_only
3406,north:y0-900,printed_id_only
3407,north:y800-1700,printed_id_only
3408,north:y800-1700,printed_id_only
3409,north:y800-1700,printed_id_only
3410,north:y800-1700,printed_id_only
3411,north:y800-1700,printed_id_only
3412,north:y800-1700,printed_id_only
3413,north:y800-1700,printed_id_only
3414,middle:y1600-2500,printed_id_only
3415,middle:y1600-2500,printed_id_only
3416,middle:y1600-2500,printed_id_only
3417,middle:y1600-2500,printed_id_only
3418,middle:y1600-2500,printed_id_only
3419,middle:y1600-2500,printed_id_only
3420,middle:y1600-2500,printed_id_only
3421,middle:y2400-3300,printed_id_only
3422,middle:y2400-3300,printed_id_only
3423,middle:y2400-3300,printed_id_only
3424,middle:y2400-3300,printed_id_only
3425,middle:y2400-3300,printed_id_only
3426,middle:y2400-3300,printed_id_only
3427,middle:y2400-3300,printed_id_only
3428,south:y3200-4100,printed_id_only
3429,south:y3200-4100,printed_id_only
3430,south:y3200-4100,printed_id_only
3431,south:y3200-4100,printed_id_only
3432,south:y3200-4100,printed_id_only
3433,south:y3200-4100,printed_id_only
3434,south:y3200-4100,printed_id_only
3435,south:y4000-5000,printed_id_only
3436,south:y4000-5000,printed_id_only
3437,south:y4000-5000,printed_id_only
3438,south:y4000-5000,printed_id_only
3439,south:y4000-5000,printed_id_only
3440,south:y4000-5000,printed_id_only
3441,south:y4000-5000,printed_id_only
3442,south:y4000-5000,printed_id_only
3500,north:y0-900,printed_id_only
3501,north:y0-900,printed_id_only
3502,north:y0-900,printed_id_only
3503,north:y0-900,printed_id_only
3504,north:y0-900,printed_id_only
3505,north:y0-900,printed_id_only
3506,north:y0-900,printed_id_only
3507,north:y800-1700,printed_id_only
3508,north:y800-1700,printed_id_only
3509,north:y800-1700,printed_id_only
3510,north:y800-1700,printed_id_only
3511,north:y800-1700,printed_id_only
