hex_id,candidate,median_red,median_green,median_blue,green_fraction,dark_fraction,blue_fraction,reviewed_terrain
1920,clear_candidate,239,235,224,0.0,0.0,0.0,
1921,clear_candidate,239,235,224,0.002,0.0,0.0,
1922,unresolved,239,224,211,0.004,0.0853,0.0179,
1923,vegetation_candidate,176,205,146,0.8056,0.0179,0.0,
1924,clear_candidate,239,235,224,0.0,0.0,0.0,
1925,clear_candidate,239,235,224,0.0,0.0556,0.0,
1926,unresolved,203,194,178,0.002,0.1786,0.0476,
1927,clear_candidate,239,235,224,0.0,0.119,0.0,
1928,clear_candidate,239,235,224,0.0,0.0734,0.0,
1929,clear_candidate,239,235,224,0.0,0.1448,0.0,
1930,clear_candidate,239,235,224,0.0,0.0556,0.0,
1931,clear_candidate,239,235,224,0.0,0.0,0.0,
1932,clear_candidate,239,235,224,0.0,0.1111,0.0,
1933,clear_candidate,239,235,224,0.0,0.0278,0.0,
1934,clear_candidate,239,235,224,0.0,0.0258,0.0,
1936,unresolved,204,194,183,0.0,0.1488,0.1052,
2000,clear_candidate,239,235,224,0.0,0.0258,0.0,clear
2001,clear_candidate,239,235,224,0.0,0.0476,0.0,clear
2002,clear_candidate,239,235,224,0.1012,0.0933,0.0,clear
2003,clear_candidate,239,235,224,0.0,0.0278,0.0,
2004,clear_candidate,239,235,224,0.0,0.0278,0.0,
2005,clear_candidate,239,235,224,0.0,0.0,0.0,
2006,clear_candidate,239,235,224,0.0,0.0198,0.0,
2007,clear_candidate,239,235,224,0.0,0.0,0.0,
2008,clear_candidate,239,235,224,0.0,0.0,0.0,
2009,clear_candidate,239,235,224,0.0,0.0337,0.0,
2010,clear_candidate,239,235,224,0.0,0.0,0.0,
2011,clear_candidate,239,235,224,0.0,0.0,0.0,
2012,vegetation_candidate,172,202,141,0.8869,0.0,0.0,
2013,clear_candidate,239,235,223,0.1032,0.0635,0.0,
2014,clear_candidate,238,234,223,0.3234,0.0952,0.0,
2015,clear_candidate,239,235,224,0.123,0.0258,0.0,
2016,clear_candidate,239,235,224,0.0,0.0,0.0,
2017,clear_candidate,239,235,224,0.0,0.0,0.0,
2018,clear_candidate,239,235,224,0.0,0.0218,0.0,
2019,clear_candidate,239,235,224,0.0,0.0159,0.0,
2020,clear_candidate,239,235,224,0.0,0.0,0.0,
2021,clear_candidate,239,235,224,0.0,0.0357,0.0,
2022,unresolved,188,198,150,0.4008,0.0377,0.0456,
2023,clear_candidate,239,235,224,0.002,0.0,0.0,
2024,clear_candidate,239,235,224,0.0,0.0179,0.0,
2025,unresolved,205,195,177,0.0,0.1845,0.0,
2026,clear_candidate,239,235,224,0.0,0.0833,0.0,
2027,clear_candidate,234,229,217,0.0,0.1409,0.0,
2028,clear_candidate,239,235,224,0.0,0.0437,0.0,
2029,major_city_candidate,168,173,160,0.004,0.2619,0.1468,
2030,clear_candidate,239,235,224,0.0,0.0377,0.0,
2031,clear_candidate,239,235,224,0.0,0.0,0.0,
2032,clear_candidate,239,235,224,0.0,0.0,0.0476,
2033,clear_candidate,239,235,224,0.0,0.0456,0.0,
2034,clear_candidate,239,235,224,0.0,0.0,0.0,
2100,clear_candidate,239,235,224,0.0,0.1071,0.0,clear
2101,clear_candidate,239,235,224,0.0,0.0,0.0,clear
2102,clear_candidate,239,235,224,0.0,0.0,0.0,clear
2103,clear_candidate,239,235,224,0.1726,0.0357,0.0,
2104,clear_candidate,239,235,224,0.0,0.0,0.0,
2105,clear_candidate,239,235,224,0.0,0.0,0.0,
2106,clear_candidate,239,235,224,0.0,0.0,0.0,
2107,clear_candidate,239,235,224,0.0,0.0,0.0,
2108,clear_candidate,239,235,224,0.0,0.0,0.0,
2109,clear_candidate,239,235,224,0.0,0.0,0.0,
2110,vegetation_candidate,183,207,151,0.5615,0.0,0.0,
2111,clear_candidate,239,235,224,0.0,0.0,0.0,
2112,vegetation_candidate,172,202,148,0.8095,0.0298,0.0,
2113,vegetation_candidate,158,194,130,0.9028,0.0397,0.0,
2114,clear_candidate,239,235,224,0.0,0.0,0.0,
2115,clear_candidate,239,235,224,0.2381,0.0516,0.0,
2116,clear_candidate,239,235,224,0.0179,0.004,0.0,
2117,clear_candidate,239,235,224,0.0,0.0,0.0,
2118,clear_candidate,239,235,224,0.0,0.0,0.0,
2119,clear_candidate,239,235,224,0.0,0.0,0.0,
2120,clear_candidate,239,235,224,0.0,0.0536,0.0,
2121,clear_candidate,239,235,224,0.0,0.0476,0.0397,
2122,vegetation_candidate,161,194,130,0.9802,0.0,0.0,
2123,clear_candidate,239,235,224,0.0,0.0218,0.006,
2124,clear_candidate,239,233,223,0.002,0.0377,0.0,
2125,clear_candidate,239,235,224,0.0,0.0714,0.0,
2126,clear_candidate,239,235,224,0.0694,0.0357,0.0,
2127,clear_candidate,239,235,224,0.0,0.0337,0.0,
2128,clear_candidate,239,235,224,0.0,0.0337,0.0,
2129,unresolved,206,195,178,0.0,0.1825,0.0,
2130,clear_candidate,239,235,224,0.0,0.0417,0.0,
2131,clear_candidate,239,235,224,0.0,0.0,0.0,
2132,clear_candidate,239,235,224,0.0,0.0,0.0,
2133,clear_candidate,239,235,224,0.0,0.0,0.0,
2134,clear_candidate,239,235,224,0.0,0.0,0.0,
2200,clear_candidate,239,235,224,0.0,0.0,0.0,clear
2201,clear_candidate,239,235,224,0.0,0.0,0.0,clear
2202,clear_candidate,239,235,224,0.0,0.0,0.0,clear
2203,clear_candidate,239,235,224,0.1667,0.0536,0.0,
2204,clear_candidate,239,235,224,0.0,0.0,0.0,
2205,clear_candidate,239,235,224,0.0,0.0,0.0,
2206,clear_candidate,239,235,224,0.0,0.0,0.0,
2207,clear_candidate,239,235,224,0.0,0.0,0.0,
2208,vegetation_candidate,182,207,150,0.6667,0.0,0.0,
2209,clear_candidate,239,235,224,0.0,0.0,0.0,
2210,clear_candidate,239,235,224,0.0,0.0,0.0,
2211,clear_candidate,239,235,224,0.1806,0.0496,0.0,
2212,clear_candidate,239,235,224,0.0,0.0,0.0,
2213,clear_candidate,239,235,224,0.0,0.0,0.0,
2214,clear_candidate,239,235,224,0.0,0.0,0.0,
2215,clear_candidate,239,235,224,0.0,0.0,0.0,
2216,clear_candidate,239,235,224,0.2202,0.0456,0.0,
2217,clear_candidate,239,235,224,0.0,0.0,0.0,
2218,clear_candidate,239,235,224,0.0,0.0,0.0,
2219,clear_candidate,239,235,224,0.0,0.0675,0.0,
2220,clear_candidate,239,235,224,0.0,0.0,0.0,
2221,clear_candidate,239,235,224,0.0,0.0258,0.0,
2222,unresolved,184,206,140,0.5476,0.0417,0.0,
2223,clear_candidate,239,235,224,0.0,0.0456,0.0,
2224,unresolved,238,223,207,0.1349,0.0893,0.0,
2225,clear_candidate,239,235,224,0.0675,0.0456,0.0,
2226,clear_candidate,239,235,224,0.0,0.006,0.0,
2227,clear_candidate,239,235,224,0.0,0.0833,0.0,
2228,clear_candidate,239,235,224,0.0,0.127,0.0,
2229,clear_candidate,239,235,224,0.0,0.0536,0.0,
2230,clear_candidate,239,235,224,0.0,0.0754,0.0,
2231,clear_candidate,239,235,224,0.0,0.0317,0.0,
2232,clear_candidate,239,235,224,0.0,0.0,0.0,
2233,clear_candidate,239,235,224,0.0,0.0,0.0,
2234,clear_candidate,239,235,224,0.0,0.0,0.0,
2300,clear_candidate,239,235,224,0.002,0.0,0.0437,clear
2301,clear_candidate,239,235,224,0.0,0.0,0.0,clear
2302,clear_candidate,239,235,224,0.0,0.0,0.0,clear
2303,clear_candidate,239,235,224,0.0,0.0556,0.0,
2304,clear_candidate,239,235,224,0.1548,0.0437,0.0,
2305,clear_candidate,239,235,224,0.0,0.0,0.0,
2306,clear_candidate,239,235,224,0.0,0.0,0.0,
2307,clear_candidate,239,235,224,0.0,0.0,0.0317,
2308,clear_candidate,239,235,224,0.0,0.0,0.0,
2309,clear_candidate,239,235,224,0.0,0.0,0.0,
2310,clear_candidate,239,235,224,0.0,0.0,0.0,
2311,clear_candidate,239,235,224,0.1726,0.0437,0.0,
2312,clear_candidate,239,235,224,0.0,0.0,0.0,
2313,clear_candidate,239,235,224,0.0,0.0,0.0,
2314,clear_candidate,239,235,224,0.0,0.0,0.0,
2315,clear_candidate,239,235,224,0.0,0.0,0.0,
2316,clear_candidate,239,235,224,0.0,0.0,0.0,
2317,clear_candidate,239,235,224,0.2202,0.0456,0.0,
2318,clear_candidate,239,235,224,0.0,0.0,0.0,
2319,clear_candidate,239,235,224,0.0,0.0,0.0,
2320,clear_candidate,239,235,224,0.0,0.0,0.0,
2321,clear_candidate,239,235,224,0.0,0.0,0.0,
2322,vegetation_candidate,165,196,135,0.8651,0.0,0.0,
2323,clear_candidate,239,235,224,0.0,0.0813,0.0655,
2324,clear_candidate,239,235,224,0.1567,0.0337,0.0,
2325,clear_candidate,239,235,224,0.004,0.0893,0.0,
2326,clear_candidate,239,235,224,0.0,0.0377,0.0,
2327,clear_candidate,239,235,224,0.0,0.0675,0.0,
2328,clear_candidate,239,235,224,0.0,0.0198,0.0,
2329,clear_candidate,239,235,224,0.0,0.0496,0.0,
2330,clear_candidate,239,235,224,0.0,0.0,0.0,
2331,clear_candidate,239,235,224,0.0,0.0992,0.0,
2332,clear_candidate,239,235,224,0.0,0.0,0.0,
2333,clear_candidate,239,235,224,0.0,0.0,0.0,
2334,clear_candidate,239,235,224,0.0,0.0,0.0,
2338,unresolved,60,172,209,0.0,0.0754,0.5357,
2400,clear_candidate,239,235,224,0.0,0.0,0.0357,clear
2401,clear_candidate,239,235,224,0.0,0.0,0.0179,clear
2402,clear_candidate,239,235,224,0.0,0.0,0.0,clear
2403,clear_candidate,239,235,224,0.1667,0.0456,0.0,
2404,clear_candidate,239,235,224,0.0,0.0,0.0,
2405,clear_candidate,239,235,224,0.0,0.0,0.0,
2406,clear_candidate,239,235,224,0.0,0.0,0.0,
2407,clear_candidate,239,235,224,0.0,0.0,0.0,
2408,clear_candidate,239,235,224,0.0,0.0337,0.0,
2409,clear_candidate,239,235,224,0.0,0.0,0.0754,
2410,clear_candidate,239,235,224,0.1806,0.0456,0.0,
2411,clear_candidate,239,235,224,0.0,0.0,0.0,
2412,clear_candidate,239,235,224,0.0,0.0,0.0,
2413,clear_candidate,239,235,224,0.0,0.0,0.0,
2414,clear_candidate,239,235,224,0.0,0.0,0.0,
2415,clear_candidate,239,235,224,0.0,0.0,0.0,
2416,clear_candidate,239,235,224,0.0,0.0,0.0,
2417,clear_candidate,239,235,224,0.1528,0.0258,0.0,
2418,clear_candidate,239,235,224,0.1607,0.0357,0.0,
2419,clear_candidate,239,235,224,0.0,0.0,0.0,
2420,clear_candidate,239,235,224,0.0,0.0,0.0,
2421,clear_candidate,239,235,224,0.0,0.0,0.0,
2422,clear_candidate,239,235,224,0.0,0.0,0.0,
2423,clear_candidate,239,235,224,0.0,0.0,0.1667,
2424,clear_candidate,239,235,224,0.1667,0.0417,0.0,
2425,clear_candidate,239,235,224,0.0,0.0476,0.0,
2426,clear_candidate,239,235,224,0.0,0.0,0.0,
2427,clear_candidate,239,235,224,0.0635,0.0238,0.0,
2428,clear_candidate,239,235,224,0.0,0.0337,0.0,
2429,clear_candidate,239,235,224,0.0,0.0,0.0,
2430,clear_candidate,239,235,224,0.0,0.0,0.0714,
2431,clear_candidate,239,235,224,0.0913,0.0417,0.0,
2432,clear_candidate,239,235,224,0.0,0.0,0.0,
2433,clear_candidate,239,235,224,0.0,0.0,0.0,
2434,clear_candidate,239,235,224,0.0,0.0,0.004,
2500,clear_candidate,239,235,224,0.0,0.0397,0.0,clear
2501,clear_candidate,239,235,224,0.0,0.0536,0.0437,clear
2502,clear_candidate,239,235,224,0.0,0.2183,0.002,clear
2503,major_city_candidate,172,165,143,0.0258,0.2421,0.1409,
2504,clear_candidate,239,235,224,0.0,0.0,0.0,
2505,clear_candidate,239,235,224,0.0,0.0,0.002,
2506,clear_candidate,239,235,224,0.0,0.0,0.002,
2507,clear_candidate,239,235,224,0.0,0.0,0.0,
2508,clear_candidate,239,235,224,0.0,0.0,0.0,
2509,clear_candidate,239,235,224,0.0,0.0615,0.0,
2510,clear_candidate,239,235,224,0.1825,0.0496,0.0,
2511,clear_candidate,239,235,224,0.0,0.0,0.0,
2512,clear_candidate,239,235,224,0.0,0.0,0.0,
2513,clear_candidate,239,235,224,0.0,0.0,0.0,
2514,clear_candidate,239,235,224,0.0,0.0,0.0,
2515,clear_candidate,239,235,224,0.0,0.0,0.0,
2516,clear_candidate,239,235,224,0.0,0.0615,0.0,
2517,clear_candidate,239,235,224,0.0,0.0,0.0,
2518,clear_candidate,239,235,224,0.0,0.0,0.0,
2519,clear_candidate,239,235,224,0.0099,0.0,0.0,
2520,clear_candidate,239,234,223,0.1131,0.0556,0.0,
2521,clear_candidate,239,235,224,0.0,0.0357,0.0,
2522,clear_candidate,239,235,224,0.002,0.0079,0.0397,
2523,clear_candidate,239,235,224,0.0,0.0,0.0,
2524,clear_candidate,239,235,224,0.0,0.0,0.0198,
2525,clear_candidate,239,235,224,0.1647,0.0853,0.0,
2526,clear_candidate,239,235,224,0.0,0.0952,0.0,
2527,clear_candidate,239,235,223,0.129,0.0595,0.0,
2528,clear_candidate,239,235,224,0.002,0.0476,0.0,
2529,clear_candidate,239,235,224,0.0,0.0278,0.0,
2530,clear_candidate,239,235,224,0.0,0.0,0.0,
2531,clear_candidate,239,235,224,0.0,0.0,0.006,
2532,clear_candidate,239,235,224,0.1726,0.0377,0.0,
2533,clear_candidate,239,235,224,0.0,0.0,0.0,
2534,clear_candidate,239,235,224,0.0,0.0,0.0198,
2600,clear_candidate,239,235,224,0.0,0.0,0.0,
2601,clear_candidate,239,235,224,0.0,0.0893,0.0,
2602,vegetation_candidate,160,192,131,0.9147,0.1349,0.0,
2603,unresolved,208,198,180,0.0734,0.1468,0.0,
2604,clear_candidate,239,235,224,0.0,0.0198,0.0,
2605,clear_candidate,239,235,224,0.0,0.0357,0.0,
2606,clear_candidate,239,235,224,0.0,0.0099,0.0,
2607,clear_candidate,239,235,224,0.0,0.1726,0.0,
2608,clear_candidate,239,235,224,0.1448,0.0357,0.0,
2609,clear_candidate,239,235,224,0.0595,0.0179,0.0,
2610,clear_candidate,239,235,224,0.0,0.0,0.0,
2611,clear_candidate,239,235,224,0.0,0.0,0.0,
2612,clear_candidate,239,235,224,0.0,0.0,0.0,
2613,clear_candidate,239,235,224,0.0,0.0,0.0,
2614,clear_candidate,239,235,224,0.0,0.0,0.0,
2615,clear_candidate,239,235,224,0.0,0.0,0.0,
2616,clear_candidate,239,235,224,0.0,0.0,0.0,
2617,clear_candidate,239,235,224,0.0,0.0,0.0,
2618,clear_candidate,239,235,224,0.0,0.0,0.0,
2619,clear_candidate,239,235,224,0.0,0.0476,0.0,
2620,clear_candidate,239,235,224,0.0,0.0,0.0,
2621,clear_candidate,239,235,224,0.0,0.0,0.0,
2622,clear_candidate,239,235,224,0.0,0.0357,0.0,
2623,clear_candidate,239,235,224,0.0,0.0,0.0,
2624,clear_candidate,239,235,224,0.004,0.0,0.0377,
2625,clear_candidate,239,235,224,0.1409,0.1012,0.0,
2626,clear_candidate,239,235,224,0.0,0.0397,0.0,
2627,clear_candidate,239,235,224,0.1746,0.0516,0.0,
2628,clear_candidate,239,235,224,0.0,0.0714,0.0,
2629,clear_candidate,239,235,224,0.0,0.0,0.0,
2630,clear_candidate,239,234,223,0.002,0.0,0.0,
2631,clear_candidate,239,235,224,0.0,0.0,0.0,
2632,clear_candidate,239,233,222,0.0813,0.0417,0.0,
2633,unresolved,238,204,182,0.1111,0.0397,0.0,
2634,unresolved,211,201,185,0.0139,0.1329,0.002,
2700,clear_candidate,239,235,224,0.0,0.0,0.0,
2701,vegetation_candidate,164,197,135,0.9722,0.004,0.0,
2702,vegetation_candidate,142,184,121,0.9405,0.0833,0.0,
2703,clear_candidate,239,235,224,0.0238,0.004,0.0,
2704,clear_candidate,239,235,224,0.0,0.0,0.0,
2705,clear_candidate,239,235,224,0.0,0.0,0.0,
2706,clear_candidate,239,235,224,0.0,0.0,0.0,
2707,clear_candidate,239,235,224,0.0,0.0258,0.0,
2708,unresolved,209,193,173,0.0377,0.1369,0.0,
2709,clear_candidate,239,235,224,0.0337,0.0536,0.0,
2710,clear_candidate,239,235,224,0.0,0.0278,0.0,
2711,clear_candidate,239,235,224,0.0,0.0,0.0,
2712,clear_candidate,239,235,224,0.0,0.0,0.0,
2713,clear_candidate,239,235,224,0.0,0.0,0.0,
2714,clear_candidate,239,235,224,0.0,0.0,0.0,
2715,clear_candidate,239,235,224,0.0,0.0,0.0,
2716,clear_candidate,239,235,224,0.0,0.0,0.0,
2717,clear_candidate,239,235,224,0.0,0.0,0.0,
2718,clear_candidate,239,235,224,0.0,0.0,0.0,
2719,clear_candidate,239,235,224,0.0,0.0,0.0,
2720,clear_candidate,239,235,224,0.0,0.0,0.0,
2721,clear_candidate,239,235,224,0.0,0.0,0.0,
2722,clear_candidate,239,235,224,0.0,0.0,0.0,
2723,clear_candidate,239,235,224,0.0,0.0377,0.0,
2724,clear_candidate,239,235,224,0.0,0.0,0.0139,
