unit_id,side,start_image,reverse_image,stripe_pixels,stripe_class,max_steps,start_steps,other_steps,review_status
GE-294Inf-Div,axis,GE-294Inf-Div-f.png,GE-294Inf-Div-r.png,5,thin,3,3,2,provisional_stripe_measurement
GE-71Inf-Div,axis,GE-71Inf-Div-f.png,GE-71Inf-Div-r.png,5,thin,3,3,2,provisional_stripe_measurement
GE-297Inf-Div,axis,GE-297Inf-Div-f.png,GE-297Inf-Div-r.png,5,thin,3,3,2,provisional_stripe_measurement
GE-62Inf-Div,axis,GE-62Inf-Div-f.png,GE-62Inf-Div-r.png,5,thin,3,3,2,provisional_stripe_measurement
GE-44Inf-Div,axis,GE-44Inf-Div-r.png,GE-44Inf-Div-r.png,0,thin,3,2,3,provisional_stripe_measurement
GE-3Pz-Div,axis,GE-3Pz-Div-f.png,GE-3Pz-Div-r.png,5,thin,3,3,2,provisional_stripe_measurement
GE-23Pz-Div,axis,GE-23Pz-Div-r.png,GE-23Pz-Div-r.png,2,thin,3,2,3,provisional_stripe_measurement
GE-29Pzg-Div,axis,GE-29Pzg-Div-r.png,GE-29Pzg-Div-r.png,2,thin,3,2,3,provisional_stripe_measurement
GE-244&245Stug-Bn,axis,GE-244&245Stug-Bn-f.png,,,,,,,other_face_pending
CR-369Inf-Regt,axis,CR-369Inf-Regt-f.png,,,,1,1,,blank_reverse_verified
GE-384Inf-Div,axis,GE-384Inf-Div-f.png,GE-384Inf-Div-r.png,5,thin,3,3,2,provisional_stripe_measurement
GE-1PzAHQ,axis,GE-1PzAHQ-f.png,GE-1PzAHQ-r.png,,,1,1,1,hq_ready_used_verified
RO-1Inf-Div,axis,RO-1Inf-Div-f.png,RO-1Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
RO-20Inf-Div,axis,RO-20Inf-Div-f.png,RO-20Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
RO-4Inf-Div,axis,RO-4Inf-Div-f.png,RO-4Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
RO-2Inf-Div,axis,RO-2Inf-Div-f.png,RO-2Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
GE-454SEC-Div,axis,GE-454SEC-Div-f.png,,,,,,,other_face_pending
GE-97JgrInf-Div,axis,GE-97JgrInf-Div-f.png,GE-97JgrInf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
GE-101JgrInf-Div,axis,GE-101JgrInf-Div-f.png,GE-101JgrInf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
GE-1MtnInf-Div,axis,GE-1MtnInf-Div-f.png,GE-1MtnInf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
GE-68Inf-Div,axis,GE-68Inf-Div-r.png,GE-68Inf-Div-r.png,2,thin,3,2,3,provisional_stripe_measurement
GE-257Inf-Div,axis,GE-257Inf-Div-f.png,GE-257Inf-Div-r.png,5,thin,3,3,2,provisional_stripe_measurement
GE-295Inf-Div,axis,GE-295Inf-Div-f.png,GE-295Inf-Div-r.png,5,thin,3,3,2,provisional_stripe_measurement
GE-94Inf-Div,axis,GE-94Inf-Div-f.png,GE-94Inf-Div-r.png,5,thin,3,3,2,provisional_stripe_measurement
GE-76Inf-Div,axis,GE-76Inf-Div-f.png,GE-76Inf-Div-r.png,5,thin,3,3,2,provisional_stripe_measurement
GE-22Pz-Div,axis,GE-22Pz-Div-f.png,GE-22Pz-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
GE-60Pzg-Div,axis,GE-60Pzg-Div-f.png,GE-60Pzg-Div-r.png,5,thin,3,3,2,provisional_stripe_measurement
GE-14Pz-Div,axis,GE-14Pz-Div-r.png,GE-14Pz-Div-r.png,2,thin,3,2,3,provisional_stripe_measurement
GE-17AHQ,axis,GE-17AHQ-f.png,GE-17AHQ-r.png,,,1,1,1,hq_ready_used_verified
GE-370Inf-Div,axis,GE-370Inf-Div-f.png,GE-370Inf-Div-r.png,5,thin,3,3,2,provisional_stripe_measurement
GE-111Inf-Div,axis,GE-111Inf-Div-f.png,GE-111Inf-Div-r.png,5,thin,3,3,2,provisional_stripe_measurement
IT-3CalMechInf-Div,axis,IT-3CalMechInf-Div-f.png,IT-3CalMechInf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
IT-PasInf-Div,axis,IT-PasInf-Div-f.png,IT-PasInf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
IT-TorInf-Div,axis,IT-TorInf-Div-f.png,IT-TorInf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
IT-BarboCav-Bde,axis,IT-BarboCav-Bde-f.png,,,,,,,other_face_pending
GE-198Inf-Div,axis,GE-198Inf-Div-f.png,GE-198Inf-Div-r.png,5,thin,3,3,2,provisional_stripe_measurement
GE-4MtnInf-Div,axis,GE-4MtnInf-Div-f.png,GE-4MtnInf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SL-SlovMotInf-Div,axis,SL-SlovMotInf-Div-f.png,SL-SlovMotInf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
GE-WikSSPzg-Div,axis,GE-WikSSPzg-Div-f.png,GE-WikSSPzg-Div-r.png,16,wide,2,2,1,provisional_stripe_measurement
GE-13Pz-Div,axis,GE-13Pz-Div-r.png,GE-13Pz-Div-r.png,7,thin,3,2,3,provisional_stripe_measurement
GE-125Inf-Div,axis,GE-125Inf-Div-r.png,GE-125Inf-Div-r.png,5,thin,3,2,3,provisional_stripe_measurement
GE-298Inf-Div,axis,GE-298Inf-Div-f.png,GE-298Inf-Div-r.png,5,thin,3,3,2,provisional_stripe_measurement
GE-73Inf-Div,axis,GE-73Inf-Div-r.png,GE-73Inf-Div-r.png,5,thin,3,2,3,provisional_stripe_measurement
GE-4Bicycle-Regt,axis,GE-4Bicycle-Regt-f.png,,,,,,,other_face_pending
RO-5Cav-Div,axis,RO-5Cav-Div-f.png,RO-5Cav-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-15&143Inf-Div,soviet,SO-15&143Inf-Div-f.png,SO-15&143Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-129Tank-Bde,soviet,SO-129Tank-Bde-f.png,,,,,,,other_face_pending
SO-106Inf-Bde,soviet,SO-106Inf-Bde-f.png,,,,,,,other_face_pending
SO-121Inf-Div,soviet,SO-121Inf-Div-f.png,SO-121Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-160Inf-Div,soviet,SO-160Inf-Div-r.png,SO-160Inf-Div-r.png,17,wide,2,1,2,provisional_stripe_measurement
SO-111Inf-Bde,soviet,SO-111Inf-Bde-f.png,,,,,,,other_face_pending
SO-212Inf-Div,soviet,SO-212Inf-Div-f.png,SO-212Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-141Inf-Bde,soviet,SO-141Inf-Bde-f.png,,,,,,,other_face_pending
SO-45Inf-Div,soviet,SO-45Inf-Div-f.png,SO-45Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-62Inf-Div,soviet,SO-62Inf-Div-r.png,SO-62Inf-Div-r.png,17,wide,2,1,2,provisional_stripe_measurement
SO-16Tank-Corps,soviet,SO-16Tank-Corps-f.png,SO-16Tank-Corps-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-119Inf-Bde,soviet,SO-119Inf-Bde-f.png,,,,,,,other_face_pending
SO-Bry-Front-HQ,soviet,SO-Bry-Front-HQ-f.png,SO-Bry-Front-HQ-r.png,,,1,1,1,hq_ready_used_verified
SO-284Inf-Div,soviet,SO-284Inf-Div-f.png,SO-284Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-115&116Tank-Bde,soviet,SO-115&116Tank-Bde-f.png,,,,,,,other_face_pending
SO-6Inf-Div,soviet,SO-6Inf-Div-r.png,SO-6Inf-Div-r.png,17,wide,2,1,2,provisional_stripe_measurement
SO-14&170Tank-Bde,soviet,SO-14&170Tank-Bde-f.png,,,,,,,other_face_pending
SO-8NKVD-Div,soviet,SO-8NKVD-Div-f.png,SO-8NKVD-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-1MotInf-Bde,soviet,SO-1MotInf-Bde-f.png,,,,,,,other_face_pending
SO-227Inf-Div,soviet,SO-227Inf-Div-r.png,SO-227Inf-Div-r.png,17,wide,2,1,2,provisional_stripe_measurement
SO-297Inf-Div,soviet,SO-297Inf-Div-f.png,SO-297Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-301Inf-Div,soviet,SO-301Inf-Div-r.png,SO-301Inf-Div-r.png,17,wide,2,1,2,provisional_stripe_measurement
SO-10Tank-Bde,soviet,SO-10Tank-Bde-f.png,,,,,,,other_face_pending
SO-4Tank-Corps,soviet,SO-4Tank-Corps-f.png,SO-4Tank-Corps-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-226&343Inf-Div,soviet,SO-226&343Inf-Div-f.png,SO-226&343Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-76&293Inf-Div,soviet,SO-76&293Inf-Div-f.png,SO-76&293Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-124Inf-Div,soviet,SO-124Inf-Div-r.png,SO-124Inf-Div-r.png,17,wide,2,1,2,provisional_stripe_measurement
SO-13GdsInf-Div,soviet,SO-13GdsInf-Div-r.png,SO-13GdsInf-Div-r.png,17,wide,2,1,2,provisional_stripe_measurement
SO-169Inf-Div,soviet,SO-169Inf-Div-f.png,SO-169Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-90Tank-Bde,soviet,SO-90Tank-Bde-f.png,,,,,,,other_face_pending
SO-15GdsInf-Div,soviet,SO-15GdsInf-Div-r.png,SO-15GdsInf-Div-r.png,17,wide,2,1,2,provisional_stripe_measurement
SO-65Tank-Bde,soviet,SO-65Tank-Bde-f.png,,,,,,,other_face_pending
SO-38&175Inf-Div,soviet,SO-38&175Inf-Div-f.png,SO-38&175Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-23Tank-Corps,soviet,SO-23Tank-Corps-f.png,SO-23Tank-Corps-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-13Tank-Corps,soviet,SO-13Tank-Corps-f.png,SO-13Tank-Corps-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-SW-Front-HQ,soviet,SO-SW-Front-HQ-f.png,SO-SW-Front-HQ-r.png,,,1,1,1,hq_ready_used_verified
SO-24Tank-Corps,soviet,SO-24Tank-Corps-f.png,SO-24Tank-Corps-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-9GdsInf-Div,soviet,SO-9GdsInf-Div-f.png,SO-9GdsInf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-3GdsCav-Corps,soviet,SO-3GdsCav-Corps-f.png,SO-3GdsCav-Corps-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-6GdsTank-Bde,soviet,SO-6GdsTank-Bde-f.png,,,,,,,other_face_pending
SO-162&300Inf-Div,soviet,SO-162&300Inf-Div-f.png,SO-162&300Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-277Inf-Div,soviet,SO-277Inf-Div-r.png,SO-277Inf-Div-r.png,17,wide,2,1,2,provisional_stripe_measurement
SO-1TD-Div,soviet,SO-1TD-Div-f.png,,,,,,,other_face_pending
SO-199&278Inf-Div,soviet,SO-199&278Inf-Div-r.png,SO-199&278Inf-Div-r.png,17,wide,2,1,2,provisional_stripe_measurement
SO-242&255Inf-Div,soviet,SO-242&255Inf-Div-f.png,SO-242&255Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-106&333Cav-Div,soviet,SO-106&333Cav-Div-f.png,SO-106&333Cav-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-81&304MotCav-Div,soviet,SO-81&304MotCav-Div-r.png,SO-81&304MotCav-Div-r.png,17,wide,2,1,2,provisional_stripe_measurement
SO-51&140Cav-Div,soviet,SO-51&140Cav-Div-f.png,SO-51&140Cav-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-296&318Cav-Div,soviet,SO-296&318Cav-Div-f.png,SO-296&318Cav-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-22Tank-Corps,soviet,SO-22Tank-Corps-r.png,SO-22Tank-Corps-r.png,17,wide,2,1,2,provisional_stripe_measurement
SO-5Cav-Corps,soviet,SO-5Cav-Corps-r.png,SO-5Cav-Corps-r.png,17,wide,2,1,2,provisional_stripe_measurement
SO-159Tank-Bde,soviet,SO-159Tank-Bde-f.png,,,,,,,other_face_pending
SO-14Tank-Corps,soviet,SO-14Tank-Corps-r.png,SO-14Tank-Corps-r.png,17,wide,2,1,2,provisional_stripe_measurement
SO-295Inf-Div,soviet,SO-295Inf-Div-f.png,SO-295Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-275Inf-Div,soviet,SO-275Inf-Div-f.png,SO-275Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-218&349Inf-Div,soviet,SO-218&349Inf-Div-f.png,SO-218&349Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-102&230Inf-Div,soviet,SO-102&230Inf-Div-f.png,SO-102&230Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-121Tank-Bde,soviet,SO-121Tank-Bde-f.png,,,,,,,other_face_pending
SO-4Inf-Div,soviet,SO-4Inf-Div-f.png,SO-4Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-261Inf-Div,soviet,SO-261Inf-Div-f.png,,,,,,,other_face_pending
SO-73&176Inf-Div,soviet,SO-73&176Inf-Div-f.png,SO-73&176Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-74Inf-Div,soviet,SO-74Inf-Div-f.png,SO-74Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-216Inf-Div,soviet,SO-216Inf-Div-f.png,SO-216Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-353Inf-Div,soviet,SO-353Inf-Div-f.png,SO-353Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-395Inf-Div,soviet,SO-395Inf-Div-f.png,SO-395Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-383Inf-Div,soviet,SO-383Inf-Div-f.png,SO-383Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-228&347Inf-Div,soviet,SO-228&347Inf-Div-f.png,SO-228&347Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-64Tank-Bde,soviet,SO-64Tank-Bde-f.png,,,,,,,other_face_pending
SO-South-Front-HQ,soviet,SO-South-Front-HQ-f.png,SO-South-Front-HQ-r.png,,,1,1,1,hq_ready_used_verified
SO-140Tank-Bde,soviet,SO-140Tank-Bde-f.png,,,,,,,other_face_pending
SO-31Inf-Div,soviet,SO-31Inf-Div-f.png,SO-31Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-76NavInf-Bde,soviet,SO-76NavInf-Bde-f.png,,,,,,,other_face_pending
SO-339Inf-Div,soviet,SO-339Inf-Div-f.png,SO-339Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-68NavInf-Bde,soviet,SO-68NavInf-Bde-f.png,,,,,,,other_face_pending
SO-30IrkInf-Div,soviet,SO-30IrkInf-Div-f.png,SO-30IrkInf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-16Inf-Bde,soviet,SO-16Inf-Bde-f.png,,,,,,,other_face_pending
SO-2GdsInf-Div,soviet,SO-2GdsInf-Div-f.png,SO-2GdsInf-Div-r.png,18,wide,2,2,1,provisional_stripe_measurement
SO-63Tank-Bde,soviet,SO-63Tank-Bde-f.png,,,,,,,other_face_pending
SO-17Tank-Corps,soviet,SO-17Tank-Corps-f.png,SO-17Tank-Corps-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-2TD-Div,soviet,SO-2TD-Div-f.png,,,,,,,other_face_pending
SO-Vor-NKVD-Div,soviet,SO-Vor-NKVD-Div-f.png,,,,,,,other_face_pending
SO-9NKVD-Div,soviet,SO-9NKVD-Div-f.png,SO-9NKVD-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-91&302Inf-Div,soviet,SO-91&302Inf-Div-f.png,SO-91&302Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-116KKCav-Div,soviet,SO-116KKCav-Div-f.png,,,,,,,other_face_pending
SO-12KKCav-Div,soviet,SO-12KKCav-Div-f.png,,,,,,,other_face_pending
SO-15KKCav-Div,soviet,SO-15KKCav-Div-f.png,,,,,,,other_face_pending
SO-NCau-Front-HQ,soviet,SO-NCau-Front-HQ-f.png,SO-NCau-Front-HQ-r.png,,,1,1,1,hq_ready_used_verified
SO-110&115Cav-Div,soviet,SO-110&115Cav-Div-f.png,,,,,,,other_face_pending
SO-141&206Inf-Div,soviet,SO-141&206Inf-Div-f.png,SO-141&206Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-174&232Inf-Div,soviet,SO-174&232Inf-Div-f.png,SO-174&232Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-219Inf-Div,soviet,SO-219Inf-Div-f.png,SO-219Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-309Inf-Div,soviet,SO-309Inf-Div-f.png,SO-309Inf-Div-r.png,17,wide,2,2,1,provisional_stripe_measurement
SO-335&341Inf-Div,soviet,SO-335&341Inf-Div-r.png,SO-335&341Inf-Div-r.png,17,wide,2,1,2,provisional_stripe_measurement
