unit_id,term_id,movement_class,review_status,source_ref
GE-75Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-75Inf-Div-f.png
GE-305Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-305Inf-Div-f.png
GE-389Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-389Inf-Div-f.png
GE-100JgrInf-Div,jager_infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-100JgrInf-Div-f.png
GE-376Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-376Inf-Div-f.png
GE-113Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-113Inf-Div-f.png
GE-336Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-336Inf-Div-f.png
GE-79Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-79Inf-Div-f.png
GE-294Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-294Inf-Div-f.png
GE-71Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-71Inf-Div-f.png
GE-297Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-297Inf-Div-f.png
GE-62Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-62Inf-Div-f.png
GE-44Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-44Inf-Div-r.png
GE-3Pz-Div,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/GE-3Pz-Div-f.png
GE-23Pz-Div,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/GE-23Pz-Div-r.png
GE-29Pzg-Div,panzergrenadier,mechanized,filename_inference_pending_symbol_review,images_high/GE-29Pzg-Div-r.png
GE-244&245Stug-Bn,sturmgeschutz,mechanized,filename_inference_pending_symbol_review,images_high/GE-244&245Stug-Bn-f.png
CR-369Inf-Regt,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/CR-369Inf-Regt-f.png
GE-384Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-384Inf-Div-f.png
GE-1PzAHQ,artillery_support_unit,mechanized,filename_inference_pending_symbol_review,images_high/GE-1PzAHQ-f.png
RO-1Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/RO-1Inf-Div-f.png
RO-20Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/RO-20Inf-Div-f.png
RO-4Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/RO-4Inf-Div-f.png
RO-2Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/RO-2Inf-Div-f.png
GE-454SEC-Div,security,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-454SEC-Div-f.png
GE-97JgrInf-Div,jager_infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-97JgrInf-Div-f.png
GE-101JgrInf-Div,jager_infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-101JgrInf-Div-f.png
GE-1MtnInf-Div,mountain_infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-1MtnInf-Div-f.png
GE-68Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-68Inf-Div-r.png
GE-257Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-257Inf-Div-f.png
GE-295Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-295Inf-Div-f.png
GE-94Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-94Inf-Div-f.png
GE-76Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-76Inf-Div-f.png
GE-22Pz-Div,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/GE-22Pz-Div-f.png
GE-60Pzg-Div,panzergrenadier,mechanized,filename_inference_pending_symbol_review,images_high/GE-60Pzg-Div-f.png
GE-14Pz-Div,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/GE-14Pz-Div-r.png
GE-17AHQ,artillery_support_unit,mechanized,filename_inference_pending_symbol_review,images_high/GE-17AHQ-f.png
GE-370Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-370Inf-Div-f.png
GE-111Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-111Inf-Div-f.png
IT-3CalMechInf-Div,panzergrenadier,mechanized,symbol_sample_checked,images_high/IT-3CalMechInf-Div-f.png
IT-PasInf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/IT-PasInf-Div-f.png
IT-TorInf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/IT-TorInf-Div-f.png
IT-BarboCav-Bde,cavalry,non_mechanized,filename_inference_pending_symbol_review,images_high/IT-BarboCav-Bde-f.png
GE-198Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-198Inf-Div-f.png
GE-4MtnInf-Div,mountain_infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-4MtnInf-Div-f.png
SL-SlovMotInf-Div,motorized_infantry,mechanized,filename_inference_pending_symbol_review,images_high/SL-SlovMotInf-Div-f.png
GE-WikSSPzg-Div,panzergrenadier,mechanized,filename_inference_pending_symbol_review,images_high/GE-WikSSPzg-Div-f.png
GE-13Pz-Div,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/GE-13Pz-Div-r.png
GE-125Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-125Inf-Div-r.png
GE-298Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-298Inf-Div-f.png
GE-73Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/GE-73Inf-Div-r.png
GE-4Bicycle-Regt,bicycle_infantry,non_mechanized,symbol_sample_checked,images_high/GE-4Bicycle-Regt-f.png
RO-5Cav-Div,cavalry,non_mechanized,filename_inference_pending_symbol_review,images_high/RO-5Cav-Div-f.png
SO-15&143Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-15&143Inf-Div-f.png
SO-129Tank-Bde,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-129Tank-Bde-f.png
SO-106Inf-Bde,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-106Inf-Bde-f.png
SO-121Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-121Inf-Div-f.png
SO-160Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-160Inf-Div-r.png
SO-111Inf-Bde,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-111Inf-Bde-f.png
SO-212Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-212Inf-Div-f.png
SO-141Inf-Bde,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-141Inf-Bde-f.png
SO-45Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-45Inf-Div-f.png
SO-62Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-62Inf-Div-r.png
SO-16Tank-Corps,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-16Tank-Corps-f.png
SO-119Inf-Bde,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-119Inf-Bde-f.png
SO-Bry-Front-HQ,artillery_support_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-Bry-Front-HQ-f.png
SO-284Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-284Inf-Div-f.png
SO-115&116Tank-Bde,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-115&116Tank-Bde-f.png
SO-6Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-6Inf-Div-r.png
SO-14&170Tank-Bde,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-14&170Tank-Bde-f.png
SO-8NKVD-Div,nkvd_infantry,non_mechanized,symbol_sample_checked,images_high/SO-8NKVD-Div-f.png
SO-1MotInf-Bde,motorized_infantry,mechanized,filename_inference_pending_symbol_review,images_high/SO-1MotInf-Bde-f.png
SO-227Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-227Inf-Div-r.png
SO-297Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-297Inf-Div-f.png
SO-301Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-301Inf-Div-r.png
SO-10Tank-Bde,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-10Tank-Bde-f.png
SO-4Tank-Corps,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-4Tank-Corps-f.png
SO-226&343Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-226&343Inf-Div-f.png
SO-76&293Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-76&293Inf-Div-f.png
SO-124Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-124Inf-Div-r.png
SO-13GdsInf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-13GdsInf-Div-r.png
SO-169Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-169Inf-Div-f.png
SO-90Tank-Bde,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-90Tank-Bde-f.png
SO-15GdsInf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-15GdsInf-Div-r.png
SO-65Tank-Bde,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-65Tank-Bde-f.png
SO-38&175Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-38&175Inf-Div-f.png
SO-23Tank-Corps,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-23Tank-Corps-f.png
SO-13Tank-Corps,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-13Tank-Corps-f.png
SO-SW-Front-HQ,artillery_support_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-SW-Front-HQ-f.png
SO-24Tank-Corps,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-24Tank-Corps-f.png
SO-9GdsInf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-9GdsInf-Div-f.png
SO-3GdsCav-Corps,cavalry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-3GdsCav-Corps-f.png
SO-6GdsTank-Bde,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-6GdsTank-Bde-f.png
SO-162&300Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-162&300Inf-Div-f.png
SO-277Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-277Inf-Div-r.png
SO-1TD-Div,tank_destroyer,mechanized,symbol_interpretation_pending,images_high/SO-1TD-Div-f.png
SO-199&278Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-199&278Inf-Div-r.png
SO-242&255Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-242&255Inf-Div-f.png
SO-106&333Cav-Div,cavalry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-106&333Cav-Div-f.png
SO-81&304MotCav-Div,infantry,non_mechanized,symbol_sample_checked,images_high/SO-81&304MotCav-Div-r.png
SO-51&140Cav-Div,cavalry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-51&140Cav-Div-f.png
SO-296&318Cav-Div,cavalry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-296&318Cav-Div-f.png
SO-22Tank-Corps,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-22Tank-Corps-r.png
SO-5Cav-Corps,cavalry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-5Cav-Corps-r.png
SO-159Tank-Bde,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-159Tank-Bde-f.png
SO-14Tank-Corps,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-14Tank-Corps-r.png
SO-295Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-295Inf-Div-f.png
SO-275Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-275Inf-Div-f.png
SO-218&349Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-218&349Inf-Div-f.png
SO-102&230Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-102&230Inf-Div-f.png
SO-121Tank-Bde,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-121Tank-Bde-f.png
SO-4Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-4Inf-Div-f.png
SO-261Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-261Inf-Div-f.png
SO-73&176Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-73&176Inf-Div-f.png
SO-74Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-74Inf-Div-f.png
SO-216Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-216Inf-Div-f.png
SO-353Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-353Inf-Div-f.png
SO-395Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-395Inf-Div-f.png
SO-383Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-383Inf-Div-f.png
SO-228&347Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-228&347Inf-Div-f.png
SO-64Tank-Bde,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-64Tank-Bde-f.png
SO-South-Front-HQ,artillery_support_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-South-Front-HQ-f.png
SO-140Tank-Bde,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-140Tank-Bde-f.png
SO-31Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-31Inf-Div-f.png
SO-76NavInf-Bde,naval_infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-76NavInf-Bde-f.png
SO-339Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-339Inf-Div-f.png
SO-68NavInf-Bde,naval_infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-68NavInf-Bde-f.png
SO-30IrkInf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-30IrkInf-Div-f.png
SO-16Inf-Bde,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-16Inf-Bde-f.png
SO-2GdsInf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-2GdsInf-Div-f.png
SO-63Tank-Bde,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-63Tank-Bde-f.png
SO-17Tank-Corps,tank_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-17Tank-Corps-f.png
SO-2TD-Div,tank_destroyer,mechanized,symbol_interpretation_pending,images_high/SO-2TD-Div-f.png
SO-Vor-NKVD-Div,nkvd_infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-Vor-NKVD-Div-f.png
SO-9NKVD-Div,nkvd_infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-9NKVD-Div-f.png
SO-91&302Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-91&302Inf-Div-f.png
SO-116KKCav-Div,cavalry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-116KKCav-Div-f.png
SO-12KKCav-Div,cavalry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-12KKCav-Div-f.png
SO-15KKCav-Div,cavalry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-15KKCav-Div-f.png
SO-NCau-Front-HQ,artillery_support_unit,mechanized,filename_inference_pending_symbol_review,images_high/SO-NCau-Front-HQ-f.png
SO-110&115Cav-Div,cavalry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-110&115Cav-Div-f.png
SO-141&206Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-141&206Inf-Div-f.png
SO-174&232Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-174&232Inf-Div-f.png
SO-219Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-219Inf-Div-f.png
SO-309Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-309Inf-Div-f.png
SO-335&341Inf-Div,infantry,non_mechanized,filename_inference_pending_symbol_review,images_high/SO-335&341Inf-Div-r.png
