hex_id,direction,neighbor_id,review_status,crossing_features,blue_pixels_29x29,pink_pixels_29x29,dark_pixels_29x29,signals
1112,ne,1211,unreviewed,,0,114,65,road_candidate;rail_or_primary_candidate
1112,se,1212,unreviewed,,0,0,19,rail_or_primary_candidate
1113,ne,1212,unreviewed,,0,0,0,
1113,se,1213,unreviewed,,0,0,0,
1200,s,1201,reviewed,none,0,0,0,
1200,ne,1300,reviewed,none,0,0,0,
1200,se,1301,reviewed,secondary_road,0,16,0,road_candidate
1201,s,1202,reviewed,none,0,0,35,rail_or_primary_candidate
1201,ne,1301,reviewed,none,0,0,0,
1201,se,1302,reviewed,none,0,1,0,
1202,s,1203,unreviewed,,0,0,35,rail_or_primary_candidate
1202,ne,1302,reviewed,none,0,0,0,
1202,se,1303,unreviewed,,0,44,45,road_candidate;rail_or_primary_candidate
1203,s,1204,unreviewed,,260,44,37,river_candidate;road_candidate;rail_or_primary_candidate
1203,ne,1303,unreviewed,,0,0,26,rail_or_primary_candidate
1203,se,1304,unreviewed,,0,37,35,road_candidate;rail_or_primary_candidate
1204,s,1205,unreviewed,,0,0,81,rail_or_primary_candidate
1204,ne,1304,unreviewed,,382,81,0,river_candidate;road_candidate
1204,se,1305,unreviewed,,280,79,12,river_candidate;road_candidate;rail_or_primary_candidate
1205,s,1206,unreviewed,,0,101,0,road_candidate
1205,ne,1305,unreviewed,,203,72,16,river_candidate;road_candidate;rail_or_primary_candidate
1205,se,1306,unreviewed,,0,94,47,road_candidate;rail_or_primary_candidate
1206,s,1207,unreviewed,,0,0,43,rail_or_primary_candidate
1206,ne,1306,unreviewed,,0,120,0,road_candidate
1206,se,1307,unreviewed,,0,120,0,road_candidate
1207,s,1208,unreviewed,,0,0,0,
1207,ne,1307,unreviewed,,0,102,0,road_candidate
1207,se,1308,unreviewed,,0,121,0,road_candidate
1208,s,1209,unreviewed,,0,0,97,rail_or_primary_candidate
1208,ne,1308,unreviewed,,0,92,60,road_candidate;rail_or_primary_candidate
1208,se,1309,unreviewed,,0,133,0,road_candidate
1209,s,1210,unreviewed,,0,0,34,rail_or_primary_candidate
1209,ne,1309,unreviewed,,0,110,0,road_candidate
1209,se,1310,unreviewed,,0,124,0,road_candidate
1210,s,1211,unreviewed,,0,105,123,road_candidate;rail_or_primary_candidate
1210,ne,1310,unreviewed,,134,83,23,river_candidate;road_candidate;rail_or_primary_candidate
1210,se,1311,unreviewed,,232,78,8,river_candidate;road_candidate
1211,s,1212,unreviewed,,0,159,0,road_candidate
1211,ne,1311,unreviewed,,2,188,0,road_candidate
1211,se,1312,unreviewed,,0,207,58,road_candidate;rail_or_primary_candidate
1212,s,1213,unreviewed,,0,22,0,road_candidate
1212,ne,1312,unreviewed,,241,39,0,river_candidate;road_candidate
1212,se,1313,unreviewed,,0,9,0,road_candidate
1213,ne,1313,unreviewed,,0,4,0,
1300,s,1301,reviewed,none,0,0,31,rail_or_primary_candidate
1300,se,1400,reviewed,none,0,0,0,
1301,s,1302,reviewed,secondary_road,0,30,0,road_candidate
1301,ne,1400,reviewed,none,0,0,39,rail_or_primary_candidate
1301,se,1401,reviewed,none,0,1,55,rail_or_primary_candidate
1302,s,1303,unreviewed,,0,7,40,road_candidate;rail_or_primary_candidate
1302,ne,1401,reviewed,none,0,1,0,
1302,se,1402,reviewed,secondary_road,0,9,24,road_candidate;rail_or_primary_candidate
1303,s,1304,unreviewed,,0,82,26,road_candidate;rail_or_primary_candidate
1303,ne,1402,unreviewed,,0,24,67,road_candidate;rail_or_primary_candidate
1303,se,1403,unreviewed,,0,112,0,road_candidate
1304,s,1305,unreviewed,,0,103,39,road_candidate;rail_or_primary_candidate
1304,ne,1403,unreviewed,,0,110,0,road_candidate
1304,se,1404,unreviewed,,0,120,0,road_candidate
1305,s,1306,unreviewed,,151,101,21,river_candidate;road_candidate;rail_or_primary_candidate
1305,ne,1404,unreviewed,,0,205,0,road_candidate
1305,se,1405,unreviewed,,0,27,0,road_candidate
1306,s,1307,unreviewed,,0,151,63,road_candidate;rail_or_primary_candidate
1306,ne,1405,unreviewed,,206,91,0,river_candidate;road_candidate
1306,se,1406,unreviewed,,0,0,0,
1307,s,1308,unreviewed,,0,93,54,road_candidate;rail_or_primary_candidate
1307,ne,1406,unreviewed,,0,0,0,
1307,se,1407,unreviewed,,0,0,0,
1308,s,1309,unreviewed,,0,208,41,road_candidate;rail_or_primary_candidate
1308,ne,1407,unreviewed,,0,0,0,
1308,se,1408,unreviewed,,0,0,0,
1309,s,1310,unreviewed,,0,203,0,road_candidate
1309,ne,1408,unreviewed,,0,0,0,
1309,se,1409,unreviewed,,0,11,0,road_candidate
1310,s,1311,unreviewed,,0,198,29,road_candidate;rail_or_primary_candidate
1310,ne,1409,unreviewed,,0,0,0,
1310,se,1410,unreviewed,,0,2,0,
1311,s,1312,unreviewed,,0,114,0,road_candidate
1311,ne,1410,unreviewed,,0,31,0,road_candidate
1311,se,1411,unreviewed,,291,110,0,river_candidate;road_candidate
1312,s,1313,unreviewed,,227,50,0,river_candidate;road_candidate
1312,ne,1411,unreviewed,,156,42,33,river_candidate;road_candidate;rail_or_primary_candidate
1312,se,1412,unreviewed,,276,49,36,river_candidate;road_candidate;rail_or_primary_candidate
1313,ne,1412,unreviewed,,280,36,0,river_candidate;road_candidate
1313,se,1413,unreviewed,,271,63,0,river_candidate;road_candidate
1400,s,1401,reviewed,none,0,71,25,road_candidate;rail_or_primary_candidate
1400,ne,1500,reviewed,none,0,0,0,
1400,se,1501,reviewed,none,0,0,0,
1401,s,1402,reviewed,none,0,0,32,rail_or_primary_candidate
1401,ne,1501,reviewed,none,0,110,0,road_candidate
1401,se,1502,reviewed,none,0,119,0,road_candidate
1402,s,1403,unreviewed,,0,99,34,road_candidate;rail_or_primary_candidate
1402,ne,1502,reviewed,none,0,102,68,road_candidate;rail_or_primary_candidate
1402,se,1503,unreviewed,,0,111,0,road_candidate
1403,s,1404,unreviewed,,0,190,0,road_candidate
1403,ne,1503,unreviewed,,0,231,0,road_candidate
1403,se,1504,unreviewed,,0,0,0,
1404,s,1405,unreviewed,,0,2,0,
1404,ne,1504,unreviewed,,0,27,0,road_candidate
1404,se,1505,unreviewed,,0,1,0,
1405,s,1406,unreviewed,,0,27,0,road_candidate
1405,ne,1505,unreviewed,,0,77,0,road_candidate
1405,se,1506,unreviewed,,0,86,0,road_candidate
1406,s,1407,unreviewed,,0,0,0,
1406,ne,1506,unreviewed,,0,0,0,
1406,se,1507,unreviewed,,0,1,0,
1407,s,1408,unreviewed,,0,0,0,
1407,ne,1507,unreviewed,,0,1,0,
1407,se,1508,unreviewed,,0,0,0,
1408,s,1409,unreviewed,,0,0,0,
1408,ne,1508,unreviewed,,0,0,0,
1408,se,1509,unreviewed,,0,0,0,
1409,s,1410,unreviewed,,0,16,1,road_candidate
1409,ne,1509,unreviewed,,0,0,0,
1409,se,1510,unreviewed,,0,1,0,
1410,s,1411,unreviewed,,0,2,0,
1410,ne,1510,unreviewed,,0,10,0,road_candidate
1410,se,1511,unreviewed,,293,102,0,river_candidate;road_candidate
1411,s,1412,unreviewed,,250,31,11,river_candidate;road_candidate;rail_or_primary_candidate
1411,ne,1511,unreviewed,,276,48,0,river_candidate;road_candidate
1411,se,1512,unreviewed,,261,0,0,river_candidate
1412,s,1413,unreviewed,,247,33,49,river_candidate;road_candidate;rail_or_primary_candidate
1412,ne,1512,unreviewed,,0,28,11,road_candidate;rail_or_primary_candidate
1412,se,1513,unreviewed,,341,81,0,river_candidate;road_candidate
1413,ne,1513,unreviewed,,0,19,57,road_candidate;rail_or_primary_candidate
1415,ne,1515,unreviewed,,0,18,0,road_candidate
1500,s,1501,reviewed,none,0,0,32,rail_or_primary_candidate
1500,se,1600,reviewed,minor_river,291,98,14,river_candidate;road_candidate;rail_or_primary_candidate
1501,s,1502,reviewed,none,0,79,33,road_candidate;rail_or_primary_candidate
1501,ne,1600,reviewed,minor_river,210,83,17,river_candidate;road_candidate;rail_or_primary_candidate
1501,se,1601,reviewed,minor_river,241,79,13,river_candidate;road_candidate;rail_or_primary_candidate
1502,s,1503,unreviewed,,0,226,0,road_candidate
1502,ne,1601,reviewed,minor_river,219,137,0,river_candidate;road_candidate
1502,se,1602,reviewed,minor_river,0,49,47,road_candidate;rail_or_primary_candidate
1503,s,1504,unreviewed,,0,0,0,
1503,ne,1602,unreviewed,,0,0,0,
1503,se,1603,unreviewed,,0,1,0,
1504,s,1505,unreviewed,,0,50,2,road_candidate
1504,ne,1603,unreviewed,,0,1,0,
1504,se,1604,unreviewed,,0,44,0,road_candidate
1505,s,1506,unreviewed,,0,0,0,
1505,ne,1604,unreviewed,,0,0,0,
1505,se,1605,unreviewed,,0,13,0,road_candidate
1506,s,1507,unreviewed,,0,0,0,
1506,ne,1605,unreviewed,,0,37,0,road_candidate
1506,se,1606,unreviewed,,0,2,0,
1507,s,1508,unreviewed,,0,1,0,
1507,ne,1606,unreviewed,,0,2,0,
1507,se,1607,unreviewed,,0,2,0,
1508,s,1509,unreviewed,,0,10,1,road_candidate
1508,ne,1607,unreviewed,,0,11,0,road_candidate
1508,se,1608,unreviewed,,0,0,0,
1509,s,1510,unreviewed,,0,42,41,road_candidate;rail_or_primary_candidate
1509,ne,1608,unreviewed,,0,0,0,
1509,se,1609,unreviewed,,0,0,0,
1510,s,1511,unreviewed,,0,43,0,road_candidate
1510,ne,1609,unreviewed,,0,0,128,rail_or_primary_candidate
1510,se,1610,unreviewed,,0,20,0,road_candidate
1511,s,1512,unreviewed,,0,43,20,road_candidate;rail_or_primary_candidate
1511,ne,1610,unreviewed,,0,0,0,
1511,se,1611,unreviewed,,0,1,0,
1512,s,1513,unreviewed,,124,77,25,river_candidate;road_candidate;rail_or_primary_candidate
1512,ne,1611,unreviewed,,0,9,0,road_candidate
1512,se,1612,unreviewed,,222,55,0,river_candidate;road_candidate
1513,ne,1612,unreviewed,,0,121,0,road_candidate
1513,se,1613,unreviewed,,0,0,4,
1517,s,1518,unreviewed,,0,2,52,rail_or_primary_candidate
1600,s,1601,reviewed,secondary_road,0,152,0,road_candidate
1600,ne,1700,reviewed,none,0,0,0,
1600,se,1701,reviewed,none,0,1,0,
1601,s,1602,reviewed,secondary_road,0,40,1,road_candidate
1601,ne,1701,reviewed,none,0,0,0,
1601,se,1702,reviewed,none,0,0,0,
1602,s,1603,unreviewed,,0,1,0,
1602,ne,1702,reviewed,none,0,24,48,road_candidate;rail_or_primary_candidate
1602,se,1703,unreviewed,,0,21,0,road_candidate
1603,s,1604,unreviewed,,0,0,45,rail_or_primary_candidate
1603,ne,1703,unreviewed,,0,0,0,
1603,se,1704,unreviewed,,0,0,0,
1604,s,1605,unreviewed,,0,0,0,
1604,ne,1704,unreviewed,,0,15,0,road_candidate
1604,se,1705,unreviewed,,0,1,0,
1605,s,1606,unreviewed,,0,5,0,road_candidate
1605,ne,1705,unreviewed,,0,0,0,
1605,se,1706,unreviewed,,0,14,0,road_candidate
1606,s,1607,unreviewed,,0,0,0,
1606,ne,1706,unreviewed,,0,0,0,
1606,se,1707,unreviewed,,0,0,0,
1607,s,1608,unreviewed,,0,0,0,
1607,ne,1707,unreviewed,,0,11,0,road_candidate
1607,se,1708,unreviewed,,0,2,0,
1608,s,1609,unreviewed,,0,0,0,
1608,ne,1708,unreviewed,,0,0,0,
1608,se,1709,unreviewed,,0,0,0,
1609,s,1610,unreviewed,,0,0,32,rail_or_primary_candidate
1609,ne,1709,unreviewed,,0,0,0,
1609,se,1710,unreviewed,,0,0,0,
1610,s,1611,unreviewed,,0,0,41,rail_or_primary_candidate
1610,ne,1710,unreviewed,,0,1,0,
1610,se,1711,unreviewed,,0,9,0,road_candidate
1611,s,1612,unreviewed,,0,2,0,
1611,ne,1711,unreviewed,,0,1,0,
1611,se,1712,unreviewed,,0,0,0,
1612,s,1613,unreviewed,,0,100,30,road_candidate;rail_or_primary_candidate
1612,ne,1712,unreviewed,,0,24,0,road_candidate
1612,se,1713,unreviewed,,0,1,0,
1613,ne,1713,unreviewed,,0,96,0,road_candidate
1613,se,1714,unreviewed,,0,1,0,
1620,s,1621,unreviewed,,199,48,15,river_candidate;road_candidate;rail_or_primary_candidate
1620,se,1721,unreviewed,,0,3,41,rail_or_primary_candidate
1621,ne,1721,unreviewed,,267,7,2,river_candidate;road_candidate
1621,se,1722,unreviewed,,0,35,0,road_candidate
1700,s,1701,reviewed,none,0,0,0,
1700,se,1800,reviewed,minor_river,372,90,0,river_candidate;road_candidate
1701,s,1702,reviewed,none,0,3,0,
1701,ne,1800,reviewed,minor_river,272,31,0,river_candidate;road_candidate
1701,se,1801,reviewed,minor_river,292,41,0,river_candidate;road_candidate
1702,s,1703,unreviewed,,0,0,0,
1702,ne,1801,reviewed,minor_river,244,40,0,river_candidate;road_candidate
1702,se,1802,reviewed,minor_river,0,29,63,road_candidate;rail_or_primary_candidate
1703,s,1704,unreviewed,,0,12,1,road_candidate
1703,ne,1802,unreviewed,,0,3,0,
1703,se,1803,unreviewed,,0,1,0,
1704,s,1705,unreviewed,,0,0,0,
1704,ne,1803,unreviewed,,0,11,0,road_candidate
1704,se,1804,unreviewed,,0,6,0,road_candidate
1705,s,1706,unreviewed,,0,1,0,
1705,ne,1804,unreviewed,,0,2,0,
1705,se,1805,unreviewed,,0,0,0,
1706,s,1707,unreviewed,,0,0,0,
1706,ne,1805,unreviewed,,0,1,0,
1706,se,1806,unreviewed,,0,18,0,road_candidate
1707,s,1708,unreviewed,,0,0,0,
1707,ne,1806,unreviewed,,0,11,0,road_candidate
1707,se,1807,unreviewed,,0,1,0,
1708,s,1709,unreviewed,,0,0,0,
1708,ne,1807,unreviewed,,0,1,0,
1708,se,1808,unreviewed,,0,0,0,
1709,s,1710,unreviewed,,0,0,0,
1709,ne,1808,unreviewed,,0,0,0,
1709,se,1809,unreviewed,,0,1,0,
1710,s,1711,unreviewed,,0,0,0,
1710,ne,1809,unreviewed,,0,0,0,
1710,se,1810,unreviewed,,0,2,0,
1711,s,1712,unreviewed,,0,0,0,
1711,ne,1810,unreviewed,,0,29,0,road_candidate
1711,se,1811,unreviewed,,0,1,0,
1712,s,1713,unreviewed,,0,0,39,rail_or_primary_candidate
1712,ne,1811,unreviewed,,0,17,0,road_candidate
1712,se,1812,unreviewed,,0,0,0,
1713,s,1714,unreviewed,,0,88,47,road_candidate;rail_or_primary_candidate
1713,ne,1812,unreviewed,,0,0,0,
1713,se,1813,unreviewed,,0,0,0,
1714,s,1715,unreviewed,,0,0,40,rail_or_primary_candidate
1714,ne,1813,unreviewed,,0,110,0,road_candidate
1714,se,1814,unreviewed,,0,122,0,road_candidate
1715,s,1716,unreviewed,,0,0,58,rail_or_primary_candidate
1715,ne,1814,unreviewed,,0,111,0,road_candidate
1715,se,1815,unreviewed,,0,115,0,road_candidate
1716,s,1717,unreviewed,,0,7,58,road_candidate;rail_or_primary_candidate
1716,ne,1815,unreviewed,,0,119,0,road_candidate
1716,se,1816,unreviewed,,234,110,5,river_candidate;road_candidate
1717,ne,1816,unreviewed,,222,57,31,river_candidate;road_candidate;rail_or_primary_candidate
1717,se,1817,unreviewed,,164,88,108,river_candidate;road_candidate;rail_or_primary_candidate
1719,ne,1818,unreviewed,,236,65,32,river_candidate;road_candidate;rail_or_primary_candidate
1719,se,1819,unreviewed,,222,57,31,river_candidate;road_candidate;rail_or_primary_candidate
1721,s,1722,unreviewed,,270,53,52,river_candidate;road_candidate;rail_or_primary_candidate
1721,ne,1820,unreviewed,,229,86,4,river_candidate;road_candidate
1721,se,1821,unreviewed,,208,76,70,river_candidate;road_candidate;rail_or_primary_candidate
1722,ne,1821,unreviewed,,346,50,41,river_candidate;road_candidate;rail_or_primary_candidate
1722,se,1822,unreviewed,,0,0,0,
1800,s,1801,reviewed,none,0,0,0,
1800,ne,1900,reviewed,none,0,0,0,
1800,se,1901,reviewed,none,0,0,0,
1801,s,1802,reviewed,none,0,0,52,rail_or_primary_candidate
1801,ne,1901,reviewed,none,0,0,0,
1801,se,1902,reviewed,none,0,0,0,
1802,s,1803,unreviewed,,0,0,0,
1802,ne,1902,reviewed,none,0,1,0,
1802,se,1903,unreviewed,,0,33,65,road_candidate;rail_or_primary_candidate
1803,s,1804,unreviewed,,0,0,0,
1803,ne,1903,unreviewed,,0,0,0,
1803,se,1904,unreviewed,,0,1,0,
1804,s,1805,unreviewed,,0,24,4,road_candidate
1804,ne,1904,unreviewed,,0,2,0,
1804,se,1905,unreviewed,,0,1,0,
1805,s,1806,unreviewed,,0,27,15,road_candidate;rail_or_primary_candidate
1805,ne,1905,unreviewed,,0,1,0,
1805,se,1906,unreviewed,,0,0,2,
1806,s,1807,unreviewed,,0,30,0,road_candidate
1806,ne,1906,unreviewed,,0,8,41,road_candidate;rail_or_primary_candidate
1806,se,1907,unreviewed,,0,28,58,road_candidate;rail_or_primary_candidate
1807,s,1808,unreviewed,,0,1,0,
1807,ne,1907,unreviewed,,245,50,0,river_candidate;road_candidate
1807,se,1908,unreviewed,,213,67,0,river_candidate;road_candidate
1808,s,1809,unreviewed,,0,2,0,
1808,ne,1908,unreviewed,,320,56,0,river_candidate;road_candidate
1808,se,1909,unreviewed,,340,66,0,river_candidate;road_candidate
1809,s,1810,unreviewed,,0,0,0,
1809,ne,1909,unreviewed,,288,36,0,river_candidate;road_candidate
1809,se,1910,unreviewed,,314,43,0,river_candidate;road_candidate
1810,s,1811,unreviewed,,0,0,0,
1810,ne,1910,unreviewed,,350,32,0,river_candidate;road_candidate
1810,se,1911,unreviewed,,218,73,0,river_candidate;road_candidate
1811,s,1812,unreviewed,,0,0,0,
1811,ne,1911,unreviewed,,203,53,0,river_candidate;road_candidate
1811,se,1912,unreviewed,,311,53,0,river_candidate;road_candidate
1812,s,1813,unreviewed,,0,0,47,rail_or_primary_candidate
1812,ne,1912,unreviewed,,303,34,0,river_candidate;road_candidate
1812,se,1913,unreviewed,,264,34,0,river_candidate;road_candidate
1813,s,1814,unreviewed,,0,0,0,
1813,ne,1913,unreviewed,,299,37,0,river_candidate;road_candidate
1813,se,1914,unreviewed,,0,2,0,
1814,s,1815,unreviewed,,0,1,51,rail_or_primary_candidate
1814,ne,1914,unreviewed,,0,0,0,
1814,se,1915,unreviewed,,0,0,0,
1815,s,1816,unreviewed,,280,37,0,river_candidate;road_candidate
1815,ne,1915,unreviewed,,0,39,0,road_candidate
1815,se,1916,unreviewed,,251,48,0,river_candidate;road_candidate
1816,s,1817,unreviewed,,0,6,61,road_candidate;rail_or_primary_candidate
1816,ne,1916,unreviewed,,0,26,77,road_candidate;rail_or_primary_candidate
1816,se,1917,unreviewed,,0,1,0,
1817,s,1818,unreviewed,,0,0,70,rail_or_primary_candidate
1817,ne,1917,unreviewed,,0,1,0,
1817,se,1918,unreviewed,,0,0,60,rail_or_primary_candidate
1818,s,1819,unreviewed,,0,7,65,road_candidate;rail_or_primary_candidate
1818,ne,1918,unreviewed,,0,0,0,
1818,se,1919,unreviewed,,0,16,0,road_candidate
1819,s,1820,unreviewed,,0,181,0,road_candidate
1819,ne,1919,unreviewed,,0,18,0,road_candidate
1819,se,1920,unreviewed,,0,51,0,road_candidate
1820,s,1821,unreviewed,,0,203,62,road_candidate;rail_or_primary_candidate
1820,ne,1920,unreviewed,,0,0,0,
1820,se,1921,unreviewed,,0,1,0,
1821,s,1822,unreviewed,,473,12,24,river_candidate;road_candidate;rail_or_primary_candidate
1821,ne,1921,unreviewed,,0,45,0,road_candidate
1821,se,1922,unreviewed,,0,165,60,road_candidate;rail_or_primary_candidate
1822,s,1823,unreviewed,,0,130,128,road_candidate;rail_or_primary_candidate
1822,ne,1922,unreviewed,,239,66,59,river_candidate;road_candidate;rail_or_primary_candidate
1822,se,1923,unreviewed,,319,34,0,river_candidate;road_candidate
1823,s,1824,unreviewed,,169,156,143,river_candidate;road_candidate;rail_or_primary_candidate
1823,ne,1923,unreviewed,,0,125,10,road_candidate;rail_or_primary_candidate
1823,se,1924,unreviewed,,0,175,0,road_candidate
1824,s,1825,unreviewed,,0,151,7,road_candidate
1824,ne,1924,unreviewed,,0,207,0,road_candidate
1824,se,1925,unreviewed,,2,181,0,road_candidate
1825,s,1826,unreviewed,,0,0,167,rail_or_primary_candidate
1825,ne,1925,unreviewed,,284,17,0,river_candidate;road_candidate
1825,se,1926,unreviewed,,0,108,141,road_candidate;rail_or_primary_candidate
1826,s,1827,unreviewed,,0,0,0,
1826,ne,1926,unreviewed,,0,93,20,road_candidate;rail_or_primary_candidate
1826,se,1927,unreviewed,,0,0,0,
1827,s,1828,unreviewed,,0,0,0,
1827,ne,1927,unreviewed,,0,0,0,
1827,se,1928,unreviewed,,0,0,25,rail_or_primary_candidate
1828,s,1829,unreviewed,,0,0,0,
1828,ne,1928,unreviewed,,0,1,0,
1828,se,1929,unreviewed,,0,19,0,road_candidate
1829,s,1830,unreviewed,,0,0,0,
1829,ne,1929,unreviewed,,0,0,338,rail_or_primary_candidate
1829,se,1930,unreviewed,,0,0,54,rail_or_primary_candidate
1830,s,1831,unreviewed,,0,0,45,rail_or_primary_candidate
1830,ne,1930,unreviewed,,0,20,58,road_candidate;rail_or_primary_candidate
1830,se,1931,unreviewed,,0,0,0,
1831,s,1832,unreviewed,,0,17,55,road_candidate;rail_or_primary_candidate
1831,ne,1931,unreviewed,,0,2,0,
1831,se,1932,unreviewed,,0,0,0,
1832,s,1833,unreviewed,,496,6,0,river_candidate;road_candidate
1832,ne,1932,unreviewed,,0,0,194,rail_or_primary_candidate
1832,se,1933,unreviewed,,0,20,62,road_candidate;rail_or_primary_candidate
1833,s,1834,unreviewed,,834,0,0,river_candidate
1833,ne,1933,unreviewed,,462,2,0,river_candidate
1833,se,1934,unreviewed,,304,0,0,river_candidate
1834,ne,1934,unreviewed,,457,1,0,river_candidate
1900,s,1901,reviewed,none,0,0,0,
1900,se,2000,reviewed,minor_river,289,31,0,river_candidate;road_candidate
1901,s,1902,reviewed,none,0,7,0,road_candidate
1901,ne,2000,reviewed,minor_river,289,30,0,river_candidate;road_candidate
1901,se,2001,reviewed,minor_river,285,34,0,river_candidate;road_candidate
1902,s,1903,unreviewed,,0,0,2,
1902,ne,2001,reviewed,minor_river,181,40,0,river_candidate;road_candidate
1902,se,2002,reviewed,minor_river,0,3,84,rail_or_primary_candidate
1903,s,1904,unreviewed,,0,2,0,
1903,ne,2002,unreviewed,,0,56,61,road_candidate;rail_or_primary_candidate
1903,se,2003,unreviewed,,0,0,0,
1904,s,1905,unreviewed,,0,0,0,
1904,ne,2003,unreviewed,,0,0,0,
1904,se,2004,unreviewed,,0,22,0,road_candidate
1905,s,1906,unreviewed,,0,2,58,rail_or_primary_candidate
1905,ne,2004,unreviewed,,0,2,57,rail_or_primary_candidate
1905,se,2005,unreviewed,,0,12,0,road_candidate
1906,s,1907,unreviewed,,0,8,85,road_candidate;rail_or_primary_candidate
1906,ne,2005,unreviewed,,0,0,0,
1906,se,2006,unreviewed,,0,0,134,rail_or_primary_candidate
1907,s,1908,unreviewed,,0,0,45,rail_or_primary_candidate
1907,ne,2006,unreviewed,,0,1,0,
1907,se,2007,unreviewed,,0,11,0,road_candidate
1908,s,1909,unreviewed,,0,38,43,road_candidate;rail_or_primary_candidate
1908,ne,2007,unreviewed,,0,1,0,
1908,se,2008,unreviewed,,0,0,0,
1909,s,1910,unreviewed,,0,25,36,road_candidate;rail_or_primary_candidate
1909,ne,2008,unreviewed,,0,0,0,
1909,se,2009,unreviewed,,0,0,0,
1910,s,1911,unreviewed,,0,8,69,road_candidate;rail_or_primary_candidate
1910,ne,2009,unreviewed,,0,0,240,rail_or_primary_candidate
1910,se,2010,unreviewed,,0,2,0,
1911,s,1912,unreviewed,,0,0,58,rail_or_primary_candidate
