hex_id,direction,neighbor_id,blue_pixels_29x29,review_status,source_image
2422,ne,2522,347,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3327,ne,3426,345,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3732,s,3733,345,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3529,s,3530,344,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1813,ne,1913,338,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3026,ne,3126,337,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2809,ne,2909,335,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3835,ne,3935,335,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1815,se,1916,334,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3527,s,3528,334,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3013,se,3114,333,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3832,s,3833,332,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3013,s,3014,331,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2503,s,2504,330,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3014,ne,3114,324,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3805,s,3806,324,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4009,s,4010,323,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3013,ne,3113,319,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3026,s,3027,316,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3133,s,3134,316,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1822,se,1923,314,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1914,se,2014,312,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2022,s,2023,310,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1808,ne,1908,308,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1914,ne,2013,307,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3012,ne,3112,307,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3706,s,3707,306,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1811,se,1912,305,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3134,se,3234,304,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2331,ne,2430,303,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1809,ne,1909,302,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1808,se,1909,301,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3623,s,3624,301,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3629,s,3630,301,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1809,se,1910,300,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3804,s,3805,300,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3907,s,3908,300,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1716,se,1816,296,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1825,ne,1925,295,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2032,se,2133,295,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2021,ne,2121,293,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1930,ne,2029,292,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2034,ne,2134,292,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4112,s,4113,292,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2121,s,2122,291,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1833,ne,1933,288,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2508,ne,2607,288,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3115,s,3116,288,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2533,se,2633,287,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1312,se,1412,286,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3008,s,3009,284,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1311,se,1411,283,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1834,ne,1934,283,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3626,s,3627,283,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4004,s,4005,283,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1913,s,1914,282,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2713,s,2714,282,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3012,se,3113,282,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3700,s,3701,282,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1313,ne,1412,281,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3105,s,3106,281,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3631,ne,3731,281,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1204,se,1305,280,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3205,s,3206,280,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1815,s,1816,278,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2921,s,2922,278,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2122,ne,2221,277,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2624,s,2625,277,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3214,s,3215,277,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4036,ne,4136,277,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1411,ne,1511,276,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1915,s,1916,276,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1313,se,1413,275,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2507,s,2508,274,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3126,se,3226,274,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3906,s,3907,274,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1721,ne,1820,273,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2407,se,2508,273,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1410,se,1511,272,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2522,s,2523,272,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3923,s,3924,271,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2531,s,2532,269,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2914,s,2915,269,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3724,s,3725,269,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4011,s,4012,269,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2308,ne,2407,268,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3234,ne,3334,268,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3214,ne,3314,267,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3340,s,3341,267,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1621,ne,1721,266,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1721,s,1722,266,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2033,ne,2133,266,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2403,ne,2503,266,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2532,ne,2631,265,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1812,se,1913,264,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2307,s,2308,264,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2431,ne,2531,264,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2622,s,2623,264,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3616,ne,3716,264,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2330,s,2331,263,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3336,s,3337,263,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2430,s,2431,262,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2531,ne,2630,262,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2905,s,2906,262,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3428,s,3429,260,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1203,s,1204,259,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1411,se,1512,259,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2407,s,2408,259,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2421,ne,2521,259,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2531,se,2631,259,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4002,s,4003,259,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2927,s,2928,258,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3011,s,3012,258,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2525,ne,2624,257,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2020,se,2121,256,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1103,s,1104,255,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4038,s,4039,254,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4137,s,4138,253,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1411,s,1412,252,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3505,s,3506,251,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1717,ne,1816,249,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3806,s,3807,249,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1104,ne,1203,247,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1412,s,1413,247,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3315,ne,3414,247,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4010,s,4011,247,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1810,ne,1910,246,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3527,ne,3626,246,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1812,ne,1912,245,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2033,se,2134,245,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3022,s,3023,245,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1001,s,1002,244,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2032,ne,2132,243,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2230,ne,2330,243,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3931,s,3932,243,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1915,ne,2014,242,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2518,ne,2617,242,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3602,se,3703,242,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1212,ne,1312,241,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2519,s,2520,241,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2924,ne,3023,241,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2612,s,2613,240,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2509,s,2510,239,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1807,ne,1907,237,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3110,s,3111,236,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3025,se,3126,235,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1823,s,1824,233,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1210,se,1311,232,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3908,s,3909,230,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1719,se,1819,229,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3825,s,3826,229,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2420,ne,2520,228,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2501,se,2601,228,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1312,s,1313,227,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1915,se,2015,227,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2501,ne,2600,227,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2524,s,2525,227,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2409,s,2410,226,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1810,se,1911,225,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3936,ne,4035,225,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3909,s,3910,224,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1512,se,1612,223,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2824,s,2825,223,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1807,se,1908,222,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1719,ne,1818,221,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3022,ne,3122,221,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2821,ne,2921,220,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3005,se,3106,220,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3433,se,3534,219,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2504,ne,2603,218,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4041,s,4042,218,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3839,ne,3939,217,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2421,se,2522,214,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3110,se,3210,214,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3816,se,3917,214,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2028,s,2029,213,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2207,ne,2307,212,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2613,ne,2713,212,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3823,s,3824,212,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1306,ne,1405,208,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3015,s,3016,208,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2923,ne,3022,205,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3727,s,3728,205,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2813,s,2814,204,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3630,ne,3730,204,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1205,ne,1305,203,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1811,ne,1911,203,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2806,se,2907,202,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3006,ne,3106,202,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3831,ne,3931,202,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3103,ne,3202,201,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3833,s,3834,201,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2519,ne,2618,200,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3534,s,3535,200,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1620,s,1621,199,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2310,se,2410,197,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2805,se,2906,196,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3516,ne,3615,196,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4133,s,4134,196,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4001,s,4002,195,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2724,ne,2823,191,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3114,se,3214,190,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3413,s,3414,190,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3726,se,3826,190,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2020,ne,2120,189,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2419,se,2520,189,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3011,ne,3111,188,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3726,s,3727,188,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2029,s,2030,187,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3010,se,3111,186,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1721,se,1821,185,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3341,ne,3440,184,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1001,se,1102,183,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2534,se,2634,183,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3105,ne,3204,182,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2714,ne,2813,181,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3426,se,3527,176,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2503,se,2603,175,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3939,s,3940,174,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2420,se,2521,173,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2502,s,2503,172,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3625,se,3726,172,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3933,s,3934,172,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2029,ne,2129,171,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3025,ne,3125,169,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3528,ne,3627,169,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4138,s,4139,169,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2031,se,2132,167,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2509,ne,2608,167,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2910,ne,3009,167,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2923,se,3023,167,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2924,se,3024,167,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2029,se,2130,165,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2634,ne,2734,163,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1312,ne,1411,162,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2504,se,2604,161,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3436,s,3437,160,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
