hex_id,direction,neighbor_id,review_status
1414,ne,1514,zone_unconfirmed
1414,se,1515,zone_unconfirmed
1415,s,1416,zone_unconfirmed
1415,se,1516,zone_unconfirmed
1416,s,1417,zone_unconfirmed
1416,ne,1516,zone_unconfirmed
1416,se,1517,zone_unconfirmed
1417,s,1418,zone_unconfirmed
1417,ne,1517,zone_unconfirmed
1417,se,1518,zone_unconfirmed
1418,s,1419,zone_unconfirmed
1418,ne,1518,zone_unconfirmed
1418,se,1519,zone_unconfirmed
1419,s,1420,zone_unconfirmed
1419,ne,1519,zone_unconfirmed
1419,se,1520,zone_unconfirmed
1420,s,1421,zone_unconfirmed
1420,ne,1520,zone_unconfirmed
1420,se,1521,zone_unconfirmed
1421,s,1422,zone_unconfirmed
1421,ne,1521,zone_unconfirmed
1421,se,1522,zone_unconfirmed
1422,ne,1522,zone_unconfirmed
1422,se,1523,zone_unconfirmed
1513,s,1514,zone_unconfirmed
1514,s,1515,zone_unconfirmed
1514,ne,1613,zone_unconfirmed
1514,se,1614,zone_unconfirmed
1515,s,1516,zone_unconfirmed
1515,ne,1614,zone_unconfirmed
1515,se,1615,zone_unconfirmed
1516,s,1517,zone_unconfirmed
1516,ne,1615,zone_unconfirmed
1516,se,1616,zone_unconfirmed
1517,ne,1616,zone_unconfirmed
1517,se,1617,zone_unconfirmed
1518,s,1519,zone_unconfirmed
1518,ne,1617,zone_unconfirmed
1518,se,1618,zone_unconfirmed
1519,s,1520,zone_unconfirmed
1519,ne,1618,zone_unconfirmed
1519,se,1619,zone_unconfirmed
1520,s,1521,zone_unconfirmed
1520,ne,1619,zone_unconfirmed
1520,se,1620,zone_unconfirmed
1521,s,1522,zone_unconfirmed
1521,ne,1620,zone_unconfirmed
1521,se,1621,zone_unconfirmed
1522,s,1523,zone_unconfirmed
1522,ne,1621,zone_unconfirmed
1522,se,1622,zone_unconfirmed
1523,ne,1622,zone_unconfirmed
1523,se,1623,zone_unconfirmed
1613,s,1614,zone_unconfirmed
1614,s,1615,zone_unconfirmed
1614,ne,1714,zone_unconfirmed
1614,se,1715,zone_unconfirmed
1615,s,1616,zone_unconfirmed
1615,ne,1715,zone_unconfirmed
1615,se,1716,zone_unconfirmed
1616,s,1617,zone_unconfirmed
1616,ne,1716,zone_unconfirmed
1616,se,1717,zone_unconfirmed
1617,s,1618,zone_unconfirmed
1617,ne,1717,zone_unconfirmed
1617,se,1718,zone_unconfirmed
1618,s,1619,zone_unconfirmed
1618,ne,1718,zone_unconfirmed
1618,se,1719,zone_unconfirmed
1619,s,1620,zone_unconfirmed
1619,ne,1719,zone_unconfirmed
1619,se,1720,zone_unconfirmed
1620,ne,1720,zone_unconfirmed
1621,s,1622,zone_unconfirmed
1622,s,1623,zone_unconfirmed
1622,ne,1722,zone_unconfirmed
1622,se,1723,zone_unconfirmed
1623,s,1624,zone_unconfirmed
1623,ne,1723,zone_unconfirmed
1623,se,1724,zone_unconfirmed
1624,s,1625,zone_unconfirmed
1624,ne,1724,zone_unconfirmed
1624,se,1725,zone_unconfirmed
1625,s,1626,zone_unconfirmed
1625,ne,1725,zone_unconfirmed
1625,se,1726,zone_unconfirmed
1626,s,1627,zone_unconfirmed
1626,ne,1726,zone_unconfirmed
1626,se,1727,zone_unconfirmed
1627,s,1628,zone_unconfirmed
1627,ne,1727,zone_unconfirmed
1627,se,1728,zone_unconfirmed
1628,ne,1728,zone_unconfirmed
1628,se,1729,zone_unconfirmed
1717,s,1718,zone_unconfirmed
1718,s,1719,zone_unconfirmed
1718,ne,1817,zone_unconfirmed
1718,se,1818,zone_unconfirmed
1719,s,1720,zone_unconfirmed
1720,s,1721,zone_unconfirmed
1720,ne,1819,zone_unconfirmed
1720,se,1820,zone_unconfirmed
1722,s,1723,zone_unconfirmed
1723,s,1724,zone_unconfirmed
1723,ne,1822,zone_unconfirmed
1723,se,1823,zone_unconfirmed
1724,s,1725,zone_unconfirmed
1724,ne,1823,zone_unconfirmed
1724,se,1824,zone_unconfirmed
1725,s,1726,zone_unconfirmed
1725,ne,1824,zone_unconfirmed
1725,se,1825,zone_unconfirmed
1726,s,1727,zone_unconfirmed
1726,ne,1825,zone_unconfirmed
1726,se,1826,zone_unconfirmed
1727,s,1728,zone_unconfirmed
1727,ne,1826,zone_unconfirmed
1727,se,1827,zone_unconfirmed
1728,s,1729,zone_unconfirmed
1728,ne,1827,zone_unconfirmed
1728,se,1828,zone_unconfirmed
1729,ne,1828,zone_unconfirmed
1729,se,1829,zone_unconfirmed
1934,s,1935,zone_unconfirmed
1935,s,1936,zone_unconfirmed
1935,ne,2034,zone_unconfirmed
1935,se,2035,zone_unconfirmed
1936,ne,2035,zone_unconfirmed
2034,s,2035,zone_unconfirmed
2034,se,2135,zone_unconfirmed
2035,ne,2135,zone_unconfirmed
2035,se,2136,zone_unconfirmed
2038,s,2039,zone_unconfirmed
2038,ne,2138,zone_unconfirmed
2038,se,2139,zone_unconfirmed
2039,ne,2139,zone_unconfirmed
2039,se,2140,zone_unconfirmed
2134,s,2135,zone_unconfirmed
2135,s,2136,zone_unconfirmed
2135,ne,2234,zone_unconfirmed
2135,se,2235,zone_unconfirmed
2136,ne,2235,zone_unconfirmed
2138,s,2139,zone_unconfirmed
2138,se,2238,zone_unconfirmed
2139,s,2140,zone_unconfirmed
2139,ne,2238,zone_unconfirmed
2139,se,2239,zone_unconfirmed
2140,ne,2239,zone_unconfirmed
2140,se,2240,zone_unconfirmed
2234,s,2235,zone_unconfirmed
2234,se,2335,zone_unconfirmed
2235,ne,2335,zone_unconfirmed
2238,s,2239,zone_unconfirmed
2238,ne,2338,zone_unconfirmed
2238,se,2339,zone_unconfirmed
2239,s,2240,zone_unconfirmed
2239,ne,2339,zone_unconfirmed
2239,se,2340,zone_unconfirmed
2240,ne,2340,zone_unconfirmed
2240,se,2341,zone_unconfirmed
2334,s,2335,zone_unconfirmed
2335,ne,2434,zone_unconfirmed
2335,se,2435,zone_unconfirmed
2338,s,2339,zone_unconfirmed
2338,ne,2437,zone_unconfirmed
2338,se,2438,zone_unconfirmed
2339,s,2340,zone_unconfirmed
2339,ne,2438,zone_unconfirmed
2339,se,2439,zone_unconfirmed
2340,s,2341,zone_unconfirmed
2340,ne,2439,zone_unconfirmed
2340,se,2440,zone_unconfirmed
2341,ne,2440,zone_unconfirmed
2341,se,2441,zone_unconfirmed
2434,s,2435,zone_unconfirmed
2434,se,2535,zone_unconfirmed
2435,ne,2535,zone_unconfirmed
2437,s,2438,zone_unconfirmed
2437,ne,2537,zone_unconfirmed
2437,se,2538,zone_unconfirmed
2438,s,2439,zone_unconfirmed
2438,ne,2538,zone_unconfirmed
2438,se,2539,zone_unconfirmed
2439,s,2440,zone_unconfirmed
2439,ne,2539,zone_unconfirmed
2439,se,2540,zone_unconfirmed
2440,s,2441,zone_unconfirmed
2440,ne,2540,zone_unconfirmed
2440,se,2541,zone_unconfirmed
2441,ne,2541,zone_unconfirmed
2441,se,2542,zone_unconfirmed
2534,s,2535,zone_unconfirmed
2535,ne,2634,zone_unconfirmed
2537,s,2538,zone_unconfirmed
2537,ne,2636,zone_unconfirmed
2537,se,2637,zone_unconfirmed
2538,s,2539,zone_unconfirmed
2538,ne,2637,zone_unconfirmed
2538,se,2638,zone_unconfirmed
2539,s,2540,zone_unconfirmed
2539,ne,2638,zone_unconfirmed
2539,se,2639,zone_unconfirmed
2540,s,2541,zone_unconfirmed
2540,ne,2639,zone_unconfirmed
2540,se,2640,zone_unconfirmed
2541,s,2542,zone_unconfirmed
2541,ne,2640,zone_unconfirmed
2541,se,2641,zone_unconfirmed
2542,ne,2641,zone_unconfirmed
2542,se,2642,zone_unconfirmed
2636,s,2637,zone_unconfirmed
2636,ne,2736,zone_unconfirmed
2636,se,2737,zone_unconfirmed
2637,s,2638,zone_unconfirmed
2637,ne,2737,zone_unconfirmed
2637,se,2738,zone_unconfirmed
2638,s,2639,zone_unconfirmed
2638,ne,2738,zone_unconfirmed
2638,se,2739,zone_unconfirmed
2639,s,2640,zone_unconfirmed
2639,ne,2739,zone_unconfirmed
2639,se,2740,zone_unconfirmed
2640,s,2641,zone_unconfirmed
2640,ne,2740,zone_unconfirmed
2640,se,2741,zone_unconfirmed
2641,s,2642,zone_unconfirmed
2641,ne,2741,zone_unconfirmed
2641,se,2742,zone_unconfirmed
2642,ne,2742,zone_unconfirmed
2736,s,2737,zone_unconfirmed
2736,ne,2835,zone_unconfirmed
2736,se,2836,zone_unconfirmed
2737,s,2738,zone_unconfirmed
2737,ne,2836,zone_unconfirmed
2737,se,2837,zone_unconfirmed
2738,s,2739,zone_unconfirmed
2738,ne,2837,zone_unconfirmed
2738,se,2838,zone_unconfirmed
2739,s,2740,zone_unconfirmed
2739,ne,2838,zone_unconfirmed
2739,se,2839,zone_unconfirmed
2740,s,2741,zone_unconfirmed
2740,ne,2839,zone_unconfirmed
2740,se,2840,zone_unconfirmed
2741,s,2742,zone_unconfirmed
2741,ne,2840,zone_unconfirmed
2741,se,2841,zone_unconfirmed
2742,ne,2841,zone_unconfirmed
2742,se,2842,zone_unconfirmed
2834,s,2835,zone_unconfirmed
2834,se,2935,zone_unconfirmed
2835,s,2836,zone_unconfirmed
2835,ne,2935,zone_unconfirmed
2835,se,2936,zone_unconfirmed
2836,s,2837,zone_unconfirmed
2836,ne,2936,zone_unconfirmed
2836,se,2937,zone_unconfirmed
2837,s,2838,zone_unconfirmed
2837,ne,2937,zone_unconfirmed
2837,se,2938,zone_unconfirmed
2838,s,2839,zone_unconfirmed
2838,ne,2938,zone_unconfirmed
2838,se,2939,zone_unconfirmed
2839,s,2840,zone_unconfirmed
2839,ne,2939,zone_unconfirmed
2839,se,2940,zone_unconfirmed
2840,s,2841,zone_unconfirmed
2840,ne,2940,zone_unconfirmed
2840,se,2941,zone_unconfirmed
2841,s,2842,zone_unconfirmed
2841,ne,2941,zone_unconfirmed
2841,se,2942,zone_unconfirmed
2842,ne,2942,zone_unconfirmed
2934,s,2935,zone_unconfirmed
2935,s,2936,zone_unconfirmed
2935,ne,3034,zone_unconfirmed
2935,se,3035,zone_unconfirmed
2936,s,2937,zone_unconfirmed
2936,ne,3035,zone_unconfirmed
2936,se,3036,zone_unconfirmed
2937,s,2938,zone_unconfirmed
2937,ne,3036,zone_unconfirmed
2937,se,3037,zone_unconfirmed
2938,s,2939,zone_unconfirmed
2938,ne,3037,zone_unconfirmed
2938,se,3038,zone_unconfirmed
2939,s,2940,zone_unconfirmed
2939,ne,3038,zone_unconfirmed
2939,se,3039,zone_unconfirmed
2940,s,2941,zone_unconfirmed
2940,ne,3039,zone_unconfirmed
2940,se,3040,zone_unconfirmed
2941,s,2942,zone_unconfirmed
2941,ne,3040,zone_unconfirmed
2941,se,3041,zone_unconfirmed
2942,ne,3041,zone_unconfirmed
2942,se,3042,zone_unconfirmed
3034,s,3035,zone_unconfirmed
3034,se,3135,zone_unconfirmed
3035,s,3036,zone_unconfirmed
3035,ne,3135,zone_unconfirmed
3035,se,3136,zone_unconfirmed
3036,s,3037,zone_unconfirmed
3036,ne,3136,zone_unconfirmed
3036,se,3137,zone_unconfirmed
3037,s,3038,zone_unconfirmed
3037,ne,3137,zone_unconfirmed
3037,se,3138,zone_unconfirmed
3038,s,3039,zone_unconfirmed
3038,ne,3138,zone_unconfirmed
3038,se,3139,zone_unconfirmed
3039,s,3040,zone_unconfirmed
3039,ne,3139,zone_unconfirmed
3039,se,3140,zone_unconfirmed
3040,s,3041,zone_unconfirmed
3040,ne,3140,zone_unconfirmed
3040,se,3141,zone_unconfirmed
3041,s,3042,zone_unconfirmed
3041,ne,3141,zone_unconfirmed
3041,se,3142,zone_unconfirmed
3042,ne,3142,zone_unconfirmed
3134,s,3135,zone_unconfirmed
3135,s,3136,zone_unconfirmed
3135,ne,3234,zone_unconfirmed
3135,se,3235,zone_unconfirmed
3136,s,3137,zone_unconfirmed
3136,ne,3235,zone_unconfirmed
3136,se,3236,zone_unconfirmed
3137,s,3138,zone_unconfirmed
3137,ne,3236,zone_unconfirmed
3137,se,3237,zone_unconfirmed
3138,s,3139,zone_unconfirmed
3138,ne,3237,zone_unconfirmed
3138,se,3238,zone_unconfirmed
3139,s,3140,zone_unconfirmed
3139,ne,3238,zone_unconfirmed
3139,se,3239,zone_unconfirmed
3140,s,3141,zone_unconfirmed
3140,ne,3239,zone_unconfirmed
3140,se,3240,zone_unconfirmed
3141,s,3142,zone_unconfirmed
3141,ne,3240,zone_unconfirmed
3141,se,3241,zone_unconfirmed
3142,ne,3241,zone_unconfirmed
3142,se,3242,zone_unconfirmed
3234,s,3235,zone_unconfirmed
3235,s,3236,zone_unconfirmed
3235,ne,3335,zone_unconfirmed
3235,se,3336,zone_unconfirmed
3236,s,3237,zone_unconfirmed
3236,ne,3336,zone_unconfirmed
3236,se,3337,zone_unconfirmed
3237,s,3238,zone_unconfirmed
3237,ne,3337,zone_unconfirmed
3237,se,3338,zone_unconfirmed
3238,s,3239,zone_unconfirmed
3238,ne,3338,zone_unconfirmed
3238,se,3339,zone_unconfirmed
3239,s,3240,zone_unconfirmed
3239,ne,3339,zone_unconfirmed
3239,se,3340,zone_unconfirmed
3240,s,3241,zone_unconfirmed
3240,ne,3340,zone_unconfirmed
3240,se,3341,zone_unconfirmed
3241,s,3242,zone_unconfirmed
3242,ne,3342,zone_unconfirmed
