hex_id,direction,neighbor_id,review_status,crossing_features,source_ref
1112,ne,1211,unreviewed,,
1112,se,1212,unreviewed,,
1113,ne,1212,unreviewed,,
1113,se,1213,unreviewed,,
1200,s,1201,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1200,ne,1300,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1200,se,1301,reviewed,secondary_road,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1201,s,1202,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1201,ne,1301,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1201,se,1302,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1202,s,1203,unreviewed,,
1202,ne,1302,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1202,se,1303,unreviewed,,
1203,s,1204,unreviewed,,
1203,ne,1303,unreviewed,,
1203,se,1304,unreviewed,,
1204,s,1205,unreviewed,,
1204,ne,1304,unreviewed,,
1204,se,1305,unreviewed,,
1205,s,1206,unreviewed,,
1205,ne,1305,unreviewed,,
1205,se,1306,unreviewed,,
1206,s,1207,unreviewed,,
1206,ne,1306,unreviewed,,
1206,se,1307,unreviewed,,
1207,s,1208,unreviewed,,
1207,ne,1307,unreviewed,,
1207,se,1308,unreviewed,,
1208,s,1209,unreviewed,,
1208,ne,1308,unreviewed,,
1208,se,1309,unreviewed,,
1209,s,1210,unreviewed,,
1209,ne,1309,unreviewed,,
1209,se,1310,unreviewed,,
1210,s,1211,unreviewed,,
1210,ne,1310,unreviewed,,
1210,se,1311,unreviewed,,
1211,s,1212,unreviewed,,
1211,ne,1311,unreviewed,,
1211,se,1312,unreviewed,,
1212,s,1213,unreviewed,,
1212,ne,1312,unreviewed,,
1212,se,1313,unreviewed,,
1213,ne,1313,unreviewed,,
1300,s,1301,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1300,se,1400,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1301,s,1302,reviewed,secondary_road,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1301,ne,1400,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1301,se,1401,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1302,s,1303,unreviewed,,
1302,ne,1401,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1302,se,1402,reviewed,secondary_road,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1303,s,1304,unreviewed,,
1303,ne,1402,unreviewed,,
1303,se,1403,unreviewed,,
1304,s,1305,unreviewed,,
1304,ne,1403,unreviewed,,
1304,se,1404,unreviewed,,
1305,s,1306,unreviewed,,
1305,ne,1404,unreviewed,,
1305,se,1405,unreviewed,,
1306,s,1307,unreviewed,,
1306,ne,1405,unreviewed,,
1306,se,1406,unreviewed,,
1307,s,1308,unreviewed,,
1307,ne,1406,unreviewed,,
1307,se,1407,unreviewed,,
1308,s,1309,unreviewed,,
1308,ne,1407,unreviewed,,
1308,se,1408,unreviewed,,
1309,s,1310,unreviewed,,
1309,ne,1408,unreviewed,,
1309,se,1409,unreviewed,,
1310,s,1311,unreviewed,,
1310,ne,1409,unreviewed,,
1310,se,1410,unreviewed,,
1311,s,1312,unreviewed,,
1311,ne,1410,unreviewed,,
1311,se,1411,unreviewed,,
1312,s,1313,unreviewed,,
1312,ne,1411,unreviewed,,
1312,se,1412,unreviewed,,
1313,ne,1412,unreviewed,,
1313,se,1413,unreviewed,,
1400,s,1401,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1400,ne,1500,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x455-765 y55-445
1400,se,1501,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x455-765 y55-445
1401,s,1402,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg top-left crop x0-850 y0-900
1401,ne,1501,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x455-765 y55-445
1401,se,1502,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x455-765 y55-445
1402,s,1403,unreviewed,,
1402,ne,1502,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x455-765 y55-445
1402,se,1503,unreviewed,,
1403,s,1404,unreviewed,,
1403,ne,1503,unreviewed,,
1403,se,1504,unreviewed,,
1404,s,1405,unreviewed,,
1404,ne,1504,unreviewed,,
1404,se,1505,unreviewed,,
1405,s,1406,unreviewed,,
1405,ne,1505,unreviewed,,
1405,se,1506,unreviewed,,
1406,s,1407,unreviewed,,
1406,ne,1506,unreviewed,,
1406,se,1507,unreviewed,,
1407,s,1408,unreviewed,,
1407,ne,1507,unreviewed,,
1407,se,1508,unreviewed,,
1408,s,1409,unreviewed,,
1408,ne,1508,unreviewed,,
1408,se,1509,unreviewed,,
1409,s,1410,unreviewed,,
1409,ne,1509,unreviewed,,
1409,se,1510,unreviewed,,
1410,s,1411,unreviewed,,
1410,ne,1510,unreviewed,,
1410,se,1511,unreviewed,,
1411,s,1412,unreviewed,,
1411,ne,1511,unreviewed,,
1411,se,1512,unreviewed,,
1412,s,1413,unreviewed,,
1412,ne,1512,unreviewed,,
1412,se,1513,unreviewed,,
1413,ne,1513,unreviewed,,
1415,ne,1515,unreviewed,,
1500,s,1501,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1500,se,1600,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1501,s,1502,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1501,ne,1600,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1501,se,1601,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1502,s,1503,unreviewed,,
1502,ne,1601,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1502,se,1602,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1503,s,1504,unreviewed,,
1503,ne,1602,unreviewed,,
1503,se,1603,unreviewed,,
1504,s,1505,unreviewed,,
1504,ne,1603,unreviewed,,
1504,se,1604,unreviewed,,
1505,s,1506,unreviewed,,
1505,ne,1604,unreviewed,,
1505,se,1605,unreviewed,,
1506,s,1507,unreviewed,,
1506,ne,1605,unreviewed,,
1506,se,1606,unreviewed,,
1507,s,1508,unreviewed,,
1507,ne,1606,unreviewed,,
1507,se,1607,unreviewed,,
1508,s,1509,unreviewed,,
1508,ne,1607,unreviewed,,
1508,se,1608,unreviewed,,
1509,s,1510,unreviewed,,
1509,ne,1608,unreviewed,,
1509,se,1609,unreviewed,,
1510,s,1511,unreviewed,,
1510,ne,1609,unreviewed,,
1510,se,1610,unreviewed,,
1511,s,1512,unreviewed,,
1511,ne,1610,unreviewed,,
1511,se,1611,unreviewed,,
1512,s,1513,unreviewed,,
1512,ne,1611,unreviewed,,
1512,se,1612,unreviewed,,
1513,ne,1612,unreviewed,,
1513,se,1613,unreviewed,,
1517,s,1518,unreviewed,,
1600,s,1601,reviewed,secondary_road,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1600,ne,1700,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1600,se,1701,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1601,s,1602,reviewed,secondary_road,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1601,ne,1701,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1601,se,1702,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1602,s,1603,unreviewed,,
1602,ne,1702,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1602,se,1703,unreviewed,,
1603,s,1604,unreviewed,,
1603,ne,1703,unreviewed,,
1603,se,1704,unreviewed,,
1604,s,1605,unreviewed,,
1604,ne,1704,unreviewed,,
1604,se,1705,unreviewed,,
1605,s,1606,unreviewed,,
1605,ne,1705,unreviewed,,
1605,se,1706,unreviewed,,
1606,s,1607,unreviewed,,
1606,ne,1706,unreviewed,,
1606,se,1707,unreviewed,,
1607,s,1608,unreviewed,,
1607,ne,1707,unreviewed,,
1607,se,1708,unreviewed,,
1608,s,1609,unreviewed,,
1608,ne,1708,unreviewed,,
1608,se,1709,unreviewed,,
1609,s,1610,unreviewed,,
1609,ne,1709,unreviewed,,
1609,se,1710,unreviewed,,
1610,s,1611,unreviewed,,
1610,ne,1710,unreviewed,,
1610,se,1711,unreviewed,,
1611,s,1612,unreviewed,,
1611,ne,1711,unreviewed,,
1611,se,1712,unreviewed,,
1612,s,1613,unreviewed,,
1612,ne,1712,unreviewed,,
1612,se,1713,unreviewed,,
1613,ne,1713,unreviewed,,
1613,se,1714,unreviewed,,
1620,s,1621,unreviewed,,
1620,se,1721,unreviewed,,
1621,ne,1721,unreviewed,,
1621,se,1722,unreviewed,,
1700,s,1701,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1700,se,1800,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1701,s,1702,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1701,ne,1800,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1701,se,1801,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1702,s,1703,unreviewed,,
1702,ne,1801,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1702,se,1802,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x585-970 y45-475
1703,s,1704,unreviewed,,
1703,ne,1802,unreviewed,,
1703,se,1803,unreviewed,,
1704,s,1705,unreviewed,,
1704,ne,1803,unreviewed,,
1704,se,1804,unreviewed,,
1705,s,1706,unreviewed,,
1705,ne,1804,unreviewed,,
1705,se,1805,unreviewed,,
1706,s,1707,unreviewed,,
1706,ne,1805,unreviewed,,
1706,se,1806,unreviewed,,
1707,s,1708,unreviewed,,
1707,ne,1806,unreviewed,,
1707,se,1807,unreviewed,,
1708,s,1709,unreviewed,,
1708,ne,1807,unreviewed,,
1708,se,1808,unreviewed,,
1709,s,1710,unreviewed,,
1709,ne,1808,unreviewed,,
1709,se,1809,unreviewed,,
1710,s,1711,unreviewed,,
1710,ne,1809,unreviewed,,
1710,se,1810,unreviewed,,
1711,s,1712,unreviewed,,
1711,ne,1810,unreviewed,,
1711,se,1811,unreviewed,,
1712,s,1713,unreviewed,,
1712,ne,1811,unreviewed,,
1712,se,1812,unreviewed,,
1713,s,1714,unreviewed,,
1713,ne,1812,unreviewed,,
1713,se,1813,unreviewed,,
1714,s,1715,unreviewed,,
1714,ne,1813,unreviewed,,
1714,se,1814,unreviewed,,
1715,s,1716,unreviewed,,
1715,ne,1814,unreviewed,,
1715,se,1815,unreviewed,,
1716,s,1717,unreviewed,,
1716,ne,1815,unreviewed,,
1716,se,1816,unreviewed,,
1717,ne,1816,unreviewed,,
1717,se,1817,unreviewed,,
1719,ne,1818,unreviewed,,
1719,se,1819,unreviewed,,
1721,s,1722,unreviewed,,
1721,ne,1820,unreviewed,,
1721,se,1821,unreviewed,,
1722,ne,1821,unreviewed,,
1722,se,1822,unreviewed,,
1800,s,1801,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x850-1160 y45-455
1800,ne,1900,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x850-1160 y45-455
1800,se,1901,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x850-1160 y45-455
1801,s,1802,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x850-1160 y45-455
1801,ne,1901,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x850-1160 y45-455
1801,se,1902,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x850-1160 y45-455
1802,s,1803,unreviewed,,
1802,ne,1902,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x850-1160 y45-455
1802,se,1903,unreviewed,,
1803,s,1804,unreviewed,,
1803,ne,1903,unreviewed,,
1803,se,1904,unreviewed,,
1804,s,1805,unreviewed,,
1804,ne,1904,unreviewed,,
1804,se,1905,unreviewed,,
1805,s,1806,unreviewed,,
1805,ne,1905,unreviewed,,
1805,se,1906,unreviewed,,
1806,s,1807,unreviewed,,
1806,ne,1906,unreviewed,,
1806,se,1907,unreviewed,,
1807,s,1808,unreviewed,,
1807,ne,1907,unreviewed,,
1807,se,1908,unreviewed,,
1808,s,1809,unreviewed,,
1808,ne,1908,unreviewed,,
1808,se,1909,unreviewed,,
1809,s,1810,unreviewed,,
1809,ne,1909,unreviewed,,
1809,se,1910,unreviewed,,
1810,s,1811,unreviewed,,
1810,ne,1910,unreviewed,,
1810,se,1911,unreviewed,,
1811,s,1812,unreviewed,,
1811,ne,1911,unreviewed,,
1811,se,1912,unreviewed,,
1812,s,1813,unreviewed,,
1812,ne,1912,unreviewed,,
1812,se,1913,unreviewed,,
1813,s,1814,unreviewed,,
1813,ne,1913,unreviewed,,
1813,se,1914,unreviewed,,
1814,s,1815,unreviewed,,
1814,ne,1914,unreviewed,,
1814,se,1915,unreviewed,,
1815,s,1816,unreviewed,,
1815,ne,1915,unreviewed,,
1815,se,1916,unreviewed,,
1816,s,1817,unreviewed,,
1816,ne,1916,unreviewed,,
1816,se,1917,unreviewed,,
1817,s,1818,unreviewed,,
1817,ne,1917,unreviewed,,
1817,se,1918,unreviewed,,
1818,s,1819,unreviewed,,
1818,ne,1918,unreviewed,,
1818,se,1919,unreviewed,,
1819,s,1820,unreviewed,,
1819,ne,1919,unreviewed,,
1819,se,1920,unreviewed,,
1820,s,1821,unreviewed,,
1820,ne,1920,unreviewed,,
1820,se,1921,unreviewed,,
1821,s,1822,unreviewed,,
1821,ne,1921,unreviewed,,
1821,se,1922,unreviewed,,
1822,s,1823,unreviewed,,
1822,ne,1922,unreviewed,,
1822,se,1923,unreviewed,,
1823,s,1824,unreviewed,,
1823,ne,1923,unreviewed,,
1823,se,1924,unreviewed,,
1824,s,1825,unreviewed,,
1824,ne,1924,unreviewed,,
1824,se,1925,unreviewed,,
1825,s,1826,unreviewed,,
1825,ne,1925,unreviewed,,
1825,se,1926,unreviewed,,
1826,s,1827,unreviewed,,
1826,ne,1926,unreviewed,,
1826,se,1927,unreviewed,,
1827,s,1828,unreviewed,,
1827,ne,1927,unreviewed,,
1827,se,1928,unreviewed,,
1828,s,1829,unreviewed,,
1828,ne,1928,unreviewed,,
1828,se,1929,unreviewed,,
1829,s,1830,unreviewed,,
1829,ne,1929,unreviewed,,
1829,se,1930,unreviewed,,
1830,s,1831,unreviewed,,
1830,ne,1930,unreviewed,,
1830,se,1931,unreviewed,,
1831,s,1832,unreviewed,,
1831,ne,1931,unreviewed,,
1831,se,1932,unreviewed,,
1832,s,1833,unreviewed,,
1832,ne,1932,unreviewed,,
1832,se,1933,unreviewed,,
1833,s,1834,unreviewed,,
1833,ne,1933,unreviewed,,
1833,se,1934,unreviewed,,
1834,ne,1934,unreviewed,,
1900,s,1901,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x850-1160 y45-455
1900,se,2000,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x850-1160 y45-455
1901,s,1902,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x850-1160 y45-455
1901,ne,2000,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x850-1160 y45-455
1901,se,2001,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x850-1160 y45-455
1902,s,1903,unreviewed,,
1902,ne,2001,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x850-1160 y45-455
1902,se,2002,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x850-1160 y45-455
1903,s,1904,unreviewed,,
1903,ne,2002,unreviewed,,
1903,se,2003,unreviewed,,
1904,s,1905,unreviewed,,
1904,ne,2003,unreviewed,,
1904,se,2004,unreviewed,,
1905,s,1906,unreviewed,,
1905,ne,2004,unreviewed,,
1905,se,2005,unreviewed,,
1906,s,1907,unreviewed,,
1906,ne,2005,unreviewed,,
1906,se,2006,unreviewed,,
1907,s,1908,unreviewed,,
1907,ne,2006,unreviewed,,
1907,se,2007,unreviewed,,
1908,s,1909,unreviewed,,
1908,ne,2007,unreviewed,,
1908,se,2008,unreviewed,,
1909,s,1910,unreviewed,,
1909,ne,2008,unreviewed,,
1909,se,2009,unreviewed,,
1910,s,1911,unreviewed,,
1910,ne,2009,unreviewed,,
1910,se,2010,unreviewed,,
1911,s,1912,unreviewed,,
1911,ne,2010,unreviewed,,
1911,se,2011,unreviewed,,
1912,s,1913,unreviewed,,
1912,ne,2011,unreviewed,,
1912,se,2012,unreviewed,,
1913,s,1914,unreviewed,,
1913,ne,2012,unreviewed,,
1913,se,2013,unreviewed,,
1914,s,1915,unreviewed,,
1914,ne,2013,unreviewed,,
1914,se,2014,unreviewed,,
1915,s,1916,unreviewed,,
1915,ne,2014,unreviewed,,
1915,se,2015,unreviewed,,
1916,s,1917,unreviewed,,
1916,ne,2015,unreviewed,,
1916,se,2016,unreviewed,,
1917,s,1918,unreviewed,,
1917,ne,2016,unreviewed,,
1917,se,2017,unreviewed,,
1918,s,1919,unreviewed,,
1918,ne,2017,unreviewed,,
1918,se,2018,unreviewed,,
1919,s,1920,unreviewed,,
1919,ne,2018,unreviewed,,
1919,se,2019,unreviewed,,
1920,s,1921,unreviewed,,
1920,ne,2019,unreviewed,,
1920,se,2020,unreviewed,,
1921,s,1922,unreviewed,,
1921,ne,2020,unreviewed,,
1921,se,2021,unreviewed,,
1922,s,1923,unreviewed,,
1922,ne,2021,unreviewed,,
1922,se,2022,unreviewed,,
1923,s,1924,unreviewed,,
1923,ne,2022,unreviewed,,
1923,se,2023,unreviewed,,
1924,s,1925,unreviewed,,
1924,ne,2023,unreviewed,,
1924,se,2024,unreviewed,,
1925,s,1926,unreviewed,,
1925,ne,2024,unreviewed,,
1925,se,2025,unreviewed,,
1926,s,1927,unreviewed,,
1926,ne,2025,unreviewed,,
1926,se,2026,unreviewed,,
1927,s,1928,unreviewed,,
1927,ne,2026,unreviewed,,
1927,se,2027,unreviewed,,
1928,s,1929,unreviewed,,
1928,ne,2027,unreviewed,,
1928,se,2028,unreviewed,,
1929,s,1930,unreviewed,,
1929,ne,2028,unreviewed,,
1929,se,2029,unreviewed,,
1930,s,1931,unreviewed,,
1930,ne,2029,unreviewed,,
1930,se,2030,unreviewed,,
1931,s,1932,unreviewed,,
1931,ne,2030,unreviewed,,
1931,se,2031,unreviewed,,
1932,s,1933,unreviewed,,
1932,ne,2031,unreviewed,,
1932,se,2032,unreviewed,,
1933,s,1934,unreviewed,,
1933,ne,2032,unreviewed,,
1933,se,2033,unreviewed,,
1934,ne,2033,unreviewed,,
1934,se,2034,unreviewed,,
2000,s,2001,reviewed,railroad,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2000,ne,2100,reviewed,railroad,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2000,se,2101,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2001,s,2002,reviewed,railroad,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2001,ne,2101,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2001,se,2102,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2002,s,2003,unreviewed,,
2002,ne,2102,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2002,se,2103,unreviewed,,
2003,s,2004,unreviewed,,
2003,ne,2103,unreviewed,,
2003,se,2104,unreviewed,,
2004,s,2005,unreviewed,,
2004,ne,2104,unreviewed,,
2004,se,2105,unreviewed,,
2005,s,2006,unreviewed,,
2005,ne,2105,unreviewed,,
2005,se,2106,unreviewed,,
2006,s,2007,unreviewed,,
2006,ne,2106,unreviewed,,
2006,se,2107,unreviewed,,
2007,s,2008,unreviewed,,
2007,ne,2107,unreviewed,,
2007,se,2108,unreviewed,,
2008,s,2009,unreviewed,,
2008,ne,2108,unreviewed,,
2008,se,2109,unreviewed,,
2009,s,2010,unreviewed,,
2009,ne,2109,unreviewed,,
2009,se,2110,unreviewed,,
2010,s,2011,unreviewed,,
2010,ne,2110,unreviewed,,
2010,se,2111,unreviewed,,
2011,s,2012,unreviewed,,
2011,ne,2111,unreviewed,,
2011,se,2112,unreviewed,,
2012,s,2013,unreviewed,,
2012,ne,2112,unreviewed,,
2012,se,2113,unreviewed,,
2013,s,2014,unreviewed,,
2013,ne,2113,unreviewed,,
2013,se,2114,unreviewed,,
2014,s,2015,unreviewed,,
2014,ne,2114,unreviewed,,
2014,se,2115,unreviewed,,
2015,s,2016,unreviewed,,
2015,ne,2115,unreviewed,,
2015,se,2116,unreviewed,,
2016,s,2017,unreviewed,,
2016,ne,2116,unreviewed,,
2016,se,2117,unreviewed,,
2017,s,2018,unreviewed,,
2017,ne,2117,unreviewed,,
2017,se,2118,unreviewed,,
2018,s,2019,unreviewed,,
2018,ne,2118,unreviewed,,
2018,se,2119,unreviewed,,
2019,s,2020,unreviewed,,
2019,ne,2119,unreviewed,,
2019,se,2120,unreviewed,,
2020,s,2021,unreviewed,,
2020,ne,2120,unreviewed,,
2020,se,2121,unreviewed,,
2021,s,2022,unreviewed,,
2021,ne,2121,unreviewed,,
2021,se,2122,unreviewed,,
2022,s,2023,unreviewed,,
2022,ne,2122,unreviewed,,
2022,se,2123,unreviewed,,
2023,s,2024,unreviewed,,
2023,ne,2123,unreviewed,,
2023,se,2124,unreviewed,,
2024,s,2025,unreviewed,,
2024,ne,2124,unreviewed,,
2024,se,2125,unreviewed,,
2025,s,2026,unreviewed,,
2025,ne,2125,unreviewed,,
2025,se,2126,unreviewed,,
2026,s,2027,unreviewed,,
2026,ne,2126,unreviewed,,
2026,se,2127,unreviewed,,
2027,s,2028,unreviewed,,
2027,ne,2127,unreviewed,,
2027,se,2128,unreviewed,,
2028,s,2029,unreviewed,,
2028,ne,2128,unreviewed,,
2028,se,2129,unreviewed,,
2029,s,2030,unreviewed,,
2029,ne,2129,unreviewed,,
2029,se,2130,unreviewed,,
2030,s,2031,unreviewed,,
2030,ne,2130,unreviewed,,
2030,se,2131,unreviewed,,
2031,s,2032,unreviewed,,
2031,ne,2131,unreviewed,,
2031,se,2132,unreviewed,,
2032,s,2033,unreviewed,,
2032,ne,2132,unreviewed,,
2032,se,2133,unreviewed,,
2033,s,2034,unreviewed,,
2033,ne,2133,unreviewed,,
2033,se,2134,unreviewed,,
2034,ne,2134,unreviewed,,
2100,s,2101,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2100,se,2200,reviewed,secondary_road,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2101,s,2102,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2101,ne,2200,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2101,se,2201,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2102,s,2103,unreviewed,,
2102,ne,2201,reviewed,secondary_road,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2102,se,2202,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2103,s,2104,unreviewed,,
2103,ne,2202,unreviewed,,
2103,se,2203,unreviewed,,
2104,s,2105,unreviewed,,
2104,ne,2203,unreviewed,,
2104,se,2204,unreviewed,,
2105,s,2106,unreviewed,,
2105,ne,2204,unreviewed,,
2105,se,2205,unreviewed,,
2106,s,2107,unreviewed,,
2106,ne,2205,unreviewed,,
2106,se,2206,unreviewed,,
2107,s,2108,unreviewed,,
2107,ne,2206,unreviewed,,
2107,se,2207,unreviewed,,
2108,s,2109,unreviewed,,
2108,ne,2207,unreviewed,,
2108,se,2208,unreviewed,,
2109,s,2110,unreviewed,,
2109,ne,2208,unreviewed,,
2109,se,2209,unreviewed,,
2110,s,2111,unreviewed,,
2110,ne,2209,unreviewed,,
2110,se,2210,unreviewed,,
2111,s,2112,unreviewed,,
2111,ne,2210,unreviewed,,
2111,se,2211,unreviewed,,
2112,s,2113,unreviewed,,
2112,ne,2211,unreviewed,,
2112,se,2212,unreviewed,,
2113,s,2114,unreviewed,,
2113,ne,2212,unreviewed,,
2113,se,2213,unreviewed,,
2114,s,2115,unreviewed,,
