side,card_row,location,order,printed_label,front_factors,counter_file_stem,start_face_filename,other_face_filename,other_face_factors,review_note
soviet,S6,2629,1,395,3-5-3,SO-395Inf-Div,SO-395Inf-Div-f.png,SO-395Inf-Div-r.png,1-3-3,
soviet,S6,2629,2,383,3-5-3,SO-383Inf-Div,SO-383Inf-Div-f.png,SO-383Inf-Div-r.png,1-3-3,
soviet,S6,2828,1,228+347,3-5-3,SO-228&347Inf-Div,SO-228&347Inf-Div-f.png,SO-228&347Inf-Div-r.png,1-3-3,
soviet,S6,2828,2,64,2-2-6,SO-64Tank-Bde,SO-64Tank-Bde-f.png,,,no matching other face image identified
soviet,S6,2725,1,South HQ,S(1)5,SO-South-Front-HQ,SO-South-Front-HQ-f.png,SO-South-Front-HQ-r.png,0(1)5,HQ reverse
soviet,S6,2725,2,140,2-2-6,SO-140Tank-Bde,SO-140Tank-Bde-f.png,,,no matching other face image identified
soviet,S7,2631,1,31,3-5-3,SO-31Inf-Div,SO-31Inf-Div-f.png,SO-31Inf-Div-r.png,1-3-3,
soviet,S7,2631,2,76,2-2-3,SO-76NavInf-Bde,SO-76NavInf-Bde-f.png,,,no matching other face image identified
soviet,S7,2633,1,339,3-5-3,SO-339Inf-Div,SO-339Inf-Div-f.png,SO-339Inf-Div-r.png,1-3-3,
soviet,S7,2633,2,68,2-2-3,SO-68NavInf-Bde,SO-68NavInf-Bde-f.png,,,no matching other face image identified
soviet,S7,2734,1,30 Irk,3-5-3,SO-30IrkInf-Div,SO-30IrkInf-Div-f.png,SO-30IrkInf-Div-r.png,1-3-3,
soviet,S7,2734,2,16,2-2-3,SO-16Inf-Bde,SO-16Inf-Bde-f.png,,,no matching other face image identified
soviet,S7,2832,1,2,3-5-3,SO-2GdsInf-Div,SO-2GdsInf-Div-f.png,SO-2GdsInf-Div-r.png,1-3-3,
soviet,S7,2832,2,63,2-2-6,SO-63Tank-Bde,SO-63Tank-Bde-f.png,,,no matching other face image identified
soviet,S7,2503,1,17,7-5-5,SO-17Tank-Corps,SO-17Tank-Corps-f.png,SO-17Tank-Corps-r.png,4-3-5,
soviet,S7,2503,2,2 TD,1-3-5,SO-2TD-Div,SO-2TD-Div-f.png,,,no matching other face image identified
soviet,S7,2503,3,Vor NKVD,1-2-3,SO-Vor-NKVD-Div,SO-Vor-NKVD-Div-f.png,,,no matching other face image identified
soviet,S7,3134,1,Ros NKVD,2-6-3,SO-9NKVD-Div,SO-9NKVD-Div-f.png,SO-9NKVD-Div-r.png,1-3-3,
soviet,S8,2936,1,91+302,3-5-3,SO-91&302Inf-Div,SO-91&302Inf-Div-f.png,SO-91&302Inf-Div-r.png,1-3-3,
soviet,S8,2338,1,116KK,2-2-5,SO-116KKCav-Div,SO-116KKCav-Div-f.png,,,no matching other face image identified
soviet,S8,3139,1,12KK,2-2-5,SO-12KKCav-Div,SO-12KKCav-Div-f.png,,,no matching other face image identified
soviet,S8,3241,1,15KK,2-2-5,SO-15KKCav-Div,SO-15KKCav-Div-f.png,,,no matching other face image identified
soviet,S8,3241,2,NCau HQ,S(1)5,SO-NCau-Front-HQ,SO-NCau-Front-HQ-f.png,SO-NCau-Front-HQ-r.png,0(1)5,HQ reverse
soviet,S8,3434,1,110+115,2-2-5,SO-110&115Cav-Div,SO-110&115Cav-Div-f.png,,,no matching other face image identified
soviet,S8,3806,1,141+206,3-5-3,SO-141&206Inf-Div,SO-141&206Inf-Div-f.png,SO-141&206Inf-Div-r.png,1-3-3,
soviet,S8,3806,2,174+232,3-5-3,SO-174&232Inf-Div,SO-174&232Inf-Div-f.png,SO-174&232Inf-Div-r.png,1-3-3,
soviet,S8,3806,3,219,3-5-3,SO-219Inf-Div,SO-219Inf-Div-f.png,SO-219Inf-Div-r.png,1-3-3,
soviet,S8,3806,4,309,3-5-3,SO-309Inf-Div,SO-309Inf-Div-f.png,SO-309Inf-Div-r.png,1-3-3,
soviet,S8,3322,1,335+341,1-3-3,SO-335&341Inf-Div,SO-335&341Inf-Div-r.png,SO-335&341Inf-Div-f.png,3-5-3,starts on reduced face
